Wavelength (nm),POM,POM.01,POM.02,POM.03,POM.04,POM.05,POM.06,POM.07,POM.08,POM.09,POM.10,POM.11,POM.12,POM.13,POM.14,POM.15,PETG,PETG.01,PETG.02,PETG.03,PETG.04,PETG.05,PETG.06,PETG.07,PETG.08,PETG.09,PETG.10,PETG.11,PETG.12,PETG.13,PETG.14,PETG.15,PETG.16,PETG.17,PETG.18,PETG.19,PETG.20,PETG.21,PETG.22,PETG.23,PETG.24,PETG.25,PET,PET.01,PET.02,PET.03,PET.04,PET.05,PET.06,PET.07,PET.08,PET.09,PMMA,PMMA.01,PMMA.02,PMMA.03,PMMA.04,PMMA.05,PMMA.06,PMMA.07,PMMA.08,PMMA.09,PMMA.10,PMMA.11,PMMA.12,PMMA.13,PMMA.14,PMMA.15,PMMA.16,PMMA.17,PMMA.18,PMMA.19,PMMA.20,PMMA.21,PMMA.22,PMMA.23,PMMA.24,PMMA.25,PMMA.26,PMMA.27,PVC,PVC.01,PVC.02,PVC.03,PVC.04,PVC.05,PVC.06,PVC.07,PVC.08,PVC.09,PVC.10,PVC.11,PVC.12,PVC.13,PVC.14,PVC.15,PVC.16,PVC.17,PVC.18,PVC.19,PVC.20,PVC.21,PVC.22,PVC.23,PVC.24,PVC.25,PVC.26,HDPE,HDPE.01,HDPE.02,HDPE.03,HDPE.04,HDPE.05,HDPE.06,HDPE.07,HDPE.08,HDPE.09,HDPE.10,HDPE.11,HDPE.12,HDPE.13,HDPE.14,HDPE.15,HDPE.16,HDPE.17,HDPE.18,HDPE.19,HDPE.20,HDPE.21,HDPE.22,HDPE.23,LDPE,LDPE.01,LDPE.02,LDPE.03,LDPE.04,LDPE.05,PP,PP.01,PP.02,PP.03,PP.04,PP.05,PP.06,PP.07,PP.08,PP.09,PP.10,PP.11,PP.12,PP.13,PP.14,PP.15,PP.16,PP.17,PP.18,PP.19,PP.20,PP.21,PP.22,PP.23,PP.24,PP.25,PP.26,PP.27,PP.28,PP.29,PP.30,PP.31,PP.32,PP.33,PP.34,PA66,PA66.01,PA66.02,PA66.03,PA66.04,PA66.05,PA6,PA6.01,PA6.02,PA6.03,PA6.04,PA6.05,PA6.06,PA6.07,PA6.08,PA6.09,PA6.10,PA6.11,PA6.12,PA6.13,PA6.14,PA6.15,PA6.16,PA66.06,PA66.07,PA66.08,PA66.09,PA66.10,PS,PS.01,PS.02,PS.03,PS.04,PS.05,PS.06,PS.07,PS.08,PS.09,PS.10,PS.11,PS.12,PS.13,PS.14,PS.15,PS.16,PS.17,PS.18,PS.19,PS.20,PET.10,PET.11,PET.12,PET.13,PET.14,PET.15,PET.16,PET.17,PET.18,PET.19,PET.20,PET.21,PET.22,PET.23,PET.24,PET.25,PET.26,PET.27,PET.28,PET.29,PET.30,PET.31,PET.32,PET.33,PET.34,PET.35,PET.36,PLA,PLA.01,PLA.02,PLA.03,PLA.04,PLA.05,PLA.06,PLA.07,PLA.08,PLA.09,PLA.10,PLA.11,PLA.12,PLA.13,PLA.14,PLA.15,PLA.16,PLA.17,PLA.18,PLA.19,PLA.20,PLA.21,TPU,TPU.01,TPU.02,TPU.03,TPU.04,TPU.05,TPU.06,TPU.07,TPU.08,TPU.09,TPU.10,TPU.11,TPU.12,TPU.13,TPU.14,ABS,ABS.01,ABS.02,ABS.03,ABS.04,ABS.05,ABS.06,ABS.07,ABS.08,ABS.09,ABS.10,ABS.11,ABS.12,ABS.13,ABS.14,ABS.15,PC,PC.01,PC.02,PC.03,PC.04,PC.05,PC.06,PC.07,PC.08,PC.09,PC.10,PC.11,PC.12,PC.13,PC.14,PC.15,PC.16,PC.17,PC.18,PC.19,PC.20,PC.21,PC.22,PC.23,PC.24,PC.25,PC.26,PC.27,PC.28,PC.29,PC.30,PC.31,PC.32
1738.976377952756,1915,1857,3062,2970,2562,2624,2499,2519,2730,2555,2658,2887,2110,2640,2203,2070,22092,22083,22038,22000,22155,12016,11151,11702,11861,10756,21920,22104,22221,21887,21830,10475,10810,11434,10707,10965,21927,21991,21900,21897,21932,21880,40356,46103,45520,43248,46620,41069,45522,44986,45717,46147,4247,3642,3325,6225,6644,11233,12003,10864,10422,10122,15970,16092,8110,8466,10004,11791,7515,7129,7060,8472,7942,3517,4888,9909,6747,4514,6803,84,1438,1425,1595,1500,1573,62387,64103,63440,62393,61582,1997,1602,2511,1965,2578,2055,1929,1405,1143,1671,1567,1893,1728,2200,1278,1916,0,919,1069,991,973,948,937,1026,1262,1037,1235,64139,62347,63659,63701,63721,63358,1210,589,1718,1233,765,1209,567,612,2670,1850,2365,2531,2202,2191,63953,63324,64089,64340,64646,63371,62132,470,615,474,426,838,763,766,444,442,421,401,417,446,409,697,616,704,580,554,640,1518,1565,1752,1107,1015,1340,2057,834,44560,44805,46168,46155,48719,45858,31074,34085,32374,31838,34230,33887,39097,36300,37800,38005,37191,33694,33150,32171,33450,34128,35543,47620,45200,46767,44051,49760,51412,49687,49650,49614,49725,49260,23028,23788,22902,23631,16068,13126,12874,12811,12807,13041,12256,12292,11778,11729,11786,43450,43581,56002,44980,41391,48636,48866,47593,48758,44715,46954,46431,45941,47075,46194,47101,55054,54916,56175,57582,56908,19499,21681,21468,23191,22508,21755,59820,60065,57894,60185,55033,3467,3456,3493,3187,3691,3282,3416,3463,4407,3285,3441,4959,5579,4323,6446,5050,4685,976,795,596,560,781,841,745,346,140,932,805,960,470,411,723,3787,4061,3578,4275,4122,3784,3852,3710,9683,9615,9940,9775,9312,10848,9445,9874,32069,32042,32213,31895,31899,31988,32193,32009,32216,32193,32012,32101,32089,32232,32167,32959,32803,33333,32943,33161,32968,33064,33017,32886,32936,32825,32836,33295,32768,32873,32732,33309,32986
1742.1259842519685,2550,2242,3749,3727,3340,3394,3196,3249,3564,3374,3448,3686,2807,3345,2911,2878,23520,23513,23467,23427,23588,13177,12320,12754,13036,12079,23347,23546,23653,23312,23252,11588,12081,12611,12014,12241,23338,23424,23331,23324,23356,23304,42136,47836,47254,45039,48348,42903,47271,46792,47457,47865,5964,5298,5173,7928,8362,12876,13566,12382,11889,11656,18541,18659,9657,10062,12290,14547,9466,8891,8716,10285,9974,2880,6835,11978,8758,6363,8863,0,2163,2149,2367,2251,2338,62822,64377,63622,62628,61957,2436,2081,3259,2507,3222,2675,2314,1683,1523,2111,1978,2648,2456,3035,1877,2642,66,1772,2005,1878,1819,1829,1924,1891,2202,1958,2246,64631,62962,64289,64093,63893,63603,3304,1983,3984,3441,2327,3306,1866,1896,4816,3445,4334,4651,4046,4092,64249,63336,64486,64855,65146,63702,62311,973,1112,951,931,1473,1292,1277,867,880,836,779,817,877,812,1406,1246,1350,1132,1095,1252,1955,2167,2304,1569,1406,1938,2665,1192,44970,45105,46586,46310,48953,46018,31366,34290,32601,32229,34564,34321,39362,36482,38241,38315,37528,33892,33537,32585,33752,34430,35756,47979,45033,47145,44189,49871,52505,50642,50604,50572,50667,50215,23845,25012,23758,24178,17105,14312,14105,14000,14058,14319,13460,13590,13067,12914,13047,45226,45411,56848,46832,43219,50263,50495,49155,50403,46468,48549,48081,47577,48676,47806,48719,55589,55641,56613,58210,57367,21088,23434,23180,25023,24305,23523,60216,60295,58305,60266,55469,5192,5293,5230,4870,5819,4949,5193,5086,6324,5070,5107,7687,8457,7151,5778,7932,7474,972,592,578,331,809,706,631,109,21,899,693,1022,327,447,702,5165,5621,4984,5947,5682,5265,5280,5340,10651,10524,10813,10690,10223,11754,10364,10803,33437,33407,33568,33263,33256,33348,33545,33382,33589,33556,33378,33474,33458,33611,33530,34314,34131,34683,34288,34512,34317,34420,34359,34236,34260,34170,34171,34639,34107,34212,34075,34649,34326
1745.275590551181,3227,2688,4421,4484,4121,4157,3913,3990,4405,4193,4232,4481,3526,4043,3644,3697,25016,25012,24962,24922,25088,14442,13629,13960,14326,13546,24844,25058,25156,24805,24743,12886,13525,13927,13461,13658,24811,24925,24829,24819,24846,24794,43887,49467,48892,46776,49972,44720,48928,48517,49104,49487,7837,7153,7200,9765,10250,14575,15149,13913,13348,13190,21223,21335,11269,11749,14689,17488,11533,10746,10488,12234,12139,2211,8918,14217,10937,8342,11100,84,2830,2805,3051,2925,3016,63189,64434,63722,62615,62128,2705,2440,3876,2905,3693,3176,2526,1805,1810,2425,2260,3327,3102,3766,2389,3257,224,2617,2921,2746,2635,2698,2966,2706,3048,2859,3207,64959,63559,64739,64354,63979,63736,5906,3876,6690,6230,4360,5913,3602,3548,7084,5137,6426,6919,6001,6134,64482,63264,64764,65230,65417,63977,62298,1620,1729,1573,1598,2220,1935,1889,1423,1458,1383,1280,1347,1439,1341,2311,2046,2152,1822,1771,2014,2437,2812,2863,2088,1863,2606,3262,1624,45361,45222,46931,46357,49068,46128,31443,34238,32592,32369,34649,34549,39371,36426,38457,38320,37653,33871,33704,32783,33883,34503,35745,48202,44702,47336,44139,49778,53317,51425,51382,51354,51430,50999,24623,26087,24488,24666,18006,15364,15209,15065,15173,15469,14518,14722,14221,13954,14144,46941,47174,57532,48597,45030,51748,51979,50605,51903,48120,50039,49633,49112,50171,49316,50230,55906,56348,56895,58612,57701,22804,25293,25064,26965,26209,25396,60436,60415,58661,60085,55827,6989,7218,7037,6639,8082,6688,7049,6759,8299,6948,6836,10521,11435,10231,5182,10972,10476,1045,490,623,184,908,665,602,0,0,887,652,1126,292,577,732,6571,7159,6389,7565,7220,6732,6673,6999,11397,11189,11449,11310,10903,12405,11057,11497,35024,34990,35141,34850,34832,34927,35115,34973,35182,35134,34963,35066,35045,35210,35111,35879,35669,36245,35843,36073,35880,35988,35910,35799,35796,35724,35716,36196,35658,35761,35629,36199,35876
1748.4251968503936,3933,3156,5081,5220,4877,4892,4632,4726,5224,4981,4988,5253,4242,4718,4379,4482,26534,26533,26480,26439,26610,15769,15030,15277,15682,15088,26363,26594,26684,26320,26257,14314,15079,15331,14976,15146,26299,26450,26350,26336,26359,26307,45540,50947,50383,48394,51444,46440,50443,50102,50606,50963,9788,9137,9284,11661,12239,16286,16729,15417,14763,14681,23889,23994,12906,13481,17085,20454,13634,12620,12311,14210,14318,1531,11030,16518,13182,10346,13403,354,3390,3343,3590,3465,3554,63458,64295,63753,62366,62110,2824,2681,4342,3158,3995,3546,2585,1787,1999,2616,2416,3900,3634,4355,2778,3738,455,3315,3675,3451,3284,3413,3891,3335,3659,3590,3960,65145,64100,65004,64477,64007,63776,8640,5958,9464,9198,6535,8651,5481,5283,9209,6708,8388,9062,7827,8062,64660,63166,64925,65452,65468,64186,62126,2391,2458,2325,2395,3049,2695,2600,2103,2165,2053,1900,2000,2116,1988,3371,2981,3087,2630,2556,2892,2991,3490,3431,2669,2401,3332,3838,2142,45686,45161,47171,46298,49105,46188,31379,34022,32427,32329,34559,34637,39189,36196,38487,38079,37607,33709,33705,32815,33899,34415,35572,48282,44244,47325,43913,49506,53773,51961,51913,51888,51943,51536,25294,26940,25023,25065,18713,16222,16123,15947,16090,16422,15373,15624,15172,14793,15013,48533,48807,58045,50209,46747,53055,53282,51905,53222,49626,51388,51045,50507,51523,50687,51597,56015,56966,57020,58770,57883,24584,27178,27033,28933,28134,27291,60472,60438,58933,59692,56069,8749,9106,8804,8382,10312,8389,8870,8392,10226,8805,8533,13243,14304,13298,4661,13935,13472,1239,559,762,195,1113,779,710,89,128,951,748,1303,422,824,854,7906,8547,7679,8989,8610,8068,7919,8541,11882,11582,11819,11605,11321,12771,11490,11921,36774,36739,36877,36603,36572,36671,36853,36730,36941,36876,36712,36822,36796,36974,36857,37602,37366,37967,37558,37793,37605,37718,37622,37520,37490,37435,37417,37914,37370,37467,37343,37908,37583
1751.5748031496064,4662,3609,5743,5925,5598,5591,5347,5452,6004,5723,5712,5995,4938,5370,5106,5206,28045,28047,27989,27947,28122,17123,16477,16668,17064,16641,27875,28125,28208,27827,27765,15815,16680,16776,16496,16643,27770,27966,27862,27845,27864,27810,47046,52251,51700,49852,52742,48012,51787,51512,51935,52266,11744,11184,11332,13554,14266,17977,18294,16866,16115,16104,26428,26525,14542,15224,19382,23300,15701,14449,14126,16116,16409,889,13081,18777,15397,12290,15665,812,3839,3756,3982,3863,3945,63615,64018,63736,61938,61953,2861,2843,4675,3306,4176,3814,2548,1686,2113,2716,2481,4382,4060,4812,3054,4105,758,3801,4207,3922,3704,3905,4593,3717,3984,4076,4433,65233,64555,65113,64480,64014,63754,11183,7952,11997,11992,8568,11197,7254,6870,11005,8014,10044,10884,9359,9697,64798,63104,64991,65535,65343,64325,61851,3260,3290,3190,3285,3932,3572,3408,2887,2978,2827,2625,2759,2887,2732,4539,4014,4125,3535,3426,3851,3638,4187,4009,3310,3024,4100,4390,2745,45905,44959,47293,46153,49118,46209,31291,33787,32227,32233,34416,34691,38928,35900,38415,37702,37477,33518,33639,32780,33885,34277,35340,48234,43726,47136,43563,49116,53844,52210,52155,52131,52166,51785,25800,27520,25316,25353,19189,16855,16807,16613,16776,17135,15999,16267,15885,15403,15622,49962,50270,58416,51637,48316,54179,54396,53042,54351,50963,52578,52297,51745,52716,51904,52801,55970,57437,57014,58707,57922,26366,29020,28999,30853,30005,29137,60343,60392,59113,59174,56180,10414,10884,10475,10034,12396,9995,10592,9945,12046,10585,10149,15715,16932,16149,4212,16661,16302,1590,853,1023,432,1450,1098,997,434,450,1153,1036,1580,760,1203,1104,9088,9693,8762,10126,9760,9188,8938,9846,12115,11727,11942,11600,11492,12877,11677,12087,38605,38571,38693,38438,38393,38498,38674,38568,38782,38696,38542,38658,38628,38818,38684,39402,39141,39767,39351,39592,39409,39528,39413,39319,39263,39222,39194,39712,39163,39251,39135,39695,39368
1754.724409448819,5415,4024,6433,6604,6286,6265,6063,6178,6746,6423,6413,6720,5610,6012,5827,5863,29532,29538,29474,29432,29610,18486,17937,18110,18442,18163,29364,29634,29710,29310,29249,17339,18282,18230,17984,18109,29210,29460,29350,29330,29344,29289,48379,53377,52842,51131,53863,49411,52956,52738,53089,53396,13651,13237,13288,15399,16283,19632,19838,18252,17404,17456,28755,28844,16167,16955,21515,25912,17684,16188,15888,17877,18335,358,15000,20905,17500,14114,17803,1450,4208,4079,4265,4155,4230,63659,63691,63698,61411,61731,2906,2988,4922,3416,4311,4031,2496,1582,2195,2781,2514,4813,4420,5180,3263,4415,1141,4079,4535,4165,3905,4179,5039,3874,4060,4318,4637,65274,64904,65121,64397,64038,63705,13307,9653,14079,14353,10253,13324,8749,8162,12388,8998,11310,12291,10523,10953,64911,63131,64997,65510,65114,64395,61545,4201,4208,4142,4228,4844,4563,4308,3745,3864,3677,3432,3596,3725,3548,5765,5102,5234,4515,4356,4855,4388,4892,4605,4010,3726,4895,4921,3423,45991,44676,47301,45962,49163,46207,31314,33700,32135,32228,34364,34835,38722,35673,38347,37331,37379,33429,33625,32800,33944,34220,35176,48093,43224,46825,43162,48691,53564,52179,52118,52093,52109,51752,26101,27807,25350,25520,19435,17263,17258,17064,17235,17601,16404,16662,16362,15795,15982,51217,51546,58699,52873,49708,55134,55337,54023,55306,52130,53612,53387,52825,53750,52968,53846,55858,57727,56921,58487,57855,28100,30766,30887,32664,31767,30885,60094,60318,59208,58637,56168,11978,12535,12046,11581,14289,11498,12210,11428,13758,12287,11689,17886,19279,18664,3818,19074,18886,2121,1405,1424,942,1940,1652,1489,1065,996,1544,1560,1984,1332,1720,1514,10064,10550,9589,10936,10625,10053,9695,10842,12150,11692,11882,11374,11479,12802,11677,12057,40420,40388,40495,40259,40200,40310,40483,40391,40609,40501,40357,40478,40444,40645,40496,41185,40902,41551,41129,41376,41197,41325,41190,41101,41022,40994,40953,41495,40944,41021,40912,41466,41137
1757.8740157480315,6195,4385,7178,7268,6958,6932,6791,6917,7459,7098,7114,7443,6263,6665,6549,6464,30995,31004,30934,30890,31073,19856,19393,19593,19809,19637,30827,31119,31190,30768,30708,18854,19855,19679,19427,19526,30617,30930,30813,30790,30799,30743,49537,54343,53823,52237,54826,50638,53967,53793,54082,54368,15471,15254,15138,17169,18254,21239,21358,19578,18640,18745,30820,30900,17780,18665,23452,28220,19552,17814,17565,19451,20057,27,16748,22836,19436,15788,19762,2240,4554,4376,4510,4407,4477,63604,63403,63662,60881,61524,3050,3187,5145,3564,4485,4259,2512,1558,2296,2877,2582,5253,4776,5527,3471,4742,1614,4214,4741,4249,3959,4306,5264,3890,3987,4387,4657,65312,65132,65090,64271,64104,63660,14905,10955,15625,16148,11484,14921,9887,9109,13372,9683,12201,13287,11337,11838,65007,63276,64984,65422,64856,64404,61272,5183,5190,5147,5183,5762,5651,5285,4644,4788,4570,4292,4479,4595,4404,6997,6207,6383,5546,5325,5873,5235,5590,5222,4758,4490,5700,5434,4155,45938,44382,47218,45766,49282,46202,31569,33914,32285,32453,34538,35185,38702,35641,38386,37109,37435,33560,33781,32994,34169,34369,35202,47903,42809,46465,42794,48319,53023,51926,51861,51832,51834,51496,26191,27824,25140,25570,19487,17486,17511,17336,17507,17852,16634,16858,16642,16012,16141,52306,52645,58956,53936,50920,55953,56140,54871,56122,53143,54507,54332,53764,54645,53898,54750,55775,57832,56794,58192,57735,29751,32389,32640,34332,33389,32513,59785,60250,59238,58184,56061,13481,14096,13559,13057,16010,12938,13771,12894,15407,13966,13201,19790,21388,20820,3456,21186,21220,2844,2227,1976,1753,2597,2454,2199,1991,1780,2166,2343,2535,2146,2378,2109,10823,11126,10157,11439,11209,10672,10203,11514,12083,11581,11739,11049,11378,12660,11585,11932,42129,42103,42192,41977,41903,42017,42191,42110,42331,42201,42068,42192,42155,42364,42205,42866,42566,43232,42806,43059,42883,43023,42868,42779,42680,42666,42609,43178,42627,42691,42588,43132,42803
1761.023622047244,7000,4686,7998,7935,7633,7615,7542,7682,8161,7769,7836,8187,6908,7350,7281,7029,32441,32454,32379,32333,32522,21248,20847,21122,21174,21072,32274,32591,32658,32211,32153,20350,21395,21128,20841,20904,32006,32386,32261,32235,32239,32183,50540,55181,54673,53193,55661,51718,54848,54704,54945,55213,17188,17202,16902,18857,20155,22796,22852,20853,19841,19991,32609,32680,19384,20346,25192,30200,21293,19321,19141,20828,21568,0,18310,24536,21174,17309,21518,3132,4942,4718,4800,4697,4767,63471,63230,63640,60431,61397,3369,3500,5406,3818,4773,4554,2665,1683,2467,3059,2749,5764,5193,5929,3751,5163,2181,4308,4943,4285,3977,4396,5355,3885,3909,4395,4618,65371,65232,65073,64146,64223,63636,15990,11847,16668,17372,12263,16003,10683,9747,14060,10163,12812,13965,11896,12442,65076,63540,64985,65313,64633,64356,61082,6176,6207,6172,6117,6669,6806,6315,5549,5711,5471,5172,5373,5470,5269,8190,7295,7535,6604,6312,6875,6158,6270,5859,5539,5287,6500,5937,4912,45756,44135,47074,45608,49494,46206,32146,34540,32774,33010,35040,35824,38965,35900,38612,37148,37744,33999,34198,33455,34633,34818,35509,47706,42536,46130,42530,48073,52355,51549,51483,51448,51441,51115,26091,27628,24733,25520,19408,17588,17628,17492,17662,17952,16756,16933,16791,16121,16178,53257,53590,59243,54863,51974,56677,56844,55616,56839,54031,55289,55157,54589,55427,54718,55539,55801,57770,56681,57904,57616,31307,33888,34232,35846,34868,34021,59475,60212,59227,57893,55895,14995,15640,15089,14528,17630,14386,15354,14423,17070,15703,14758,21520,23361,22671,3094,23072,23357,3758,3310,2684,2868,3429,3499,3121,3198,2805,3040,3390,3247,3192,3175,2905,11391,11477,10506,11708,11564,11097,10518,11901,12030,11515,11631,10766,11305,12583,11515,11831,43668,43649,43719,43525,43437,43554,43731,43660,43883,43731,43610,43736,43696,43910,43745,44381,44066,44745,44318,44579,44400,44556,44382,44287,44172,44175,44097,44694,44148,44198,44099,44630,44302
1764.1732283464567,7825,4932,8899,8618,8327,8330,8324,8480,8866,8456,8596,8966,7557,8082,8029,7584,33888,33904,33825,33776,33972,22689,22317,22712,22559,22501,33721,34063,34129,33654,33598,21836,22914,22600,22263,22272,33396,33843,33709,33681,33679,33625,51423,55926,55427,54034,56404,52689,55635,55512,55715,55965,18801,19061,18625,20463,21970,24299,24309,22088,21025,21209,34141,34204,20978,21994,26761,31871,22906,20718,20611,22028,22890,374,19696,25999,22707,18690,23074,4064,5432,5172,5208,5101,5176,63285,63214,63630,60119,61384,3904,3968,5754,4225,5224,4957,2996,1996,2745,3370,3058,6394,5727,6450,4160,5739,2833,4474,5266,4394,4079,4571,5427,3992,3971,4473,4659,65452,65198,65097,64048,64383,63629,16681,12411,17342,18137,12685,16689,11229,10183,14608,10577,13296,14479,12349,12914,65096,63885,65016,65212,64481,64254,60990,7151,7227,7184,7008,7550,7989,7366,6432,6604,6352,6044,6248,6324,6120,9308,8343,8663,7665,7298,7842,7120,6925,6514,6334,6085,7284,6437,5668,45469,43976,46901,45518,49791,46226,33080,35623,33650,33949,35917,36786,39558,36494,39068,37514,38363,34786,34922,34227,35369,35608,36143,47533,42427,45881,42415,47993,51713,51171,51107,51064,51055,50731,25849,27303,24196,25395,19279,17654,17692,17611,17782,17989,16855,16981,16893,16205,16185,54106,54419,59588,55695,52905,57344,57492,56292,57500,54827,55990,55894,55331,56127,55460,56246,55986,57577,56615,57689,57543,32770,35284,35668,37220,36227,35436,59215,60210,59194,57801,55704,16598,17253,16716,16071,19246,15920,17046,16090,18831,17585,16438,23194,25321,24323,2702,24838,25381,4855,4629,3549,4268,4438,4765,4240,4652,4057,4166,4687,4128,4452,4111,3904,11830,11695,10715,11847,11777,11411,10726,12090,12109,11608,11675,10663,11373,12697,11578,11874,45005,44994,45045,44872,44772,44889,45073,45008,45233,45060,44952,45079,45035,45249,45087,45699,45373,46058,45635,45905,45718,45894,45700,45596,45468,45491,45388,46012,45475,45510,45414,45928,45604
1767.3228346456692,8656,5125,9868,9325,9049,9082,9135,9308,9583,9169,9399,9780,8217,8864,8792,8150,35351,35370,35287,35234,35438,24206,23823,24374,23990,23964,35185,35550,35620,35114,35058,23333,24438,24122,23734,23671,34809,35316,35175,35143,35135,35086,52229,56614,56121,54801,57089,53592,56365,56253,56427,56660,20322,20816,20363,21994,23683,25741,25714,23288,22201,22411,35462,35516,22556,23599,28197,33286,24398,22019,21980,23090,24064,1233,20929,27243,24050,19958,24455,4958,6066,5787,5791,5675,5758,63065,63349,63612,59964,61482,4656,4600,6219,4801,5850,5485,3511,2501,3151,3825,3529,7175,6417,7139,4732,6503,3544,4805,5808,4685,4371,4934,5597,4317,4290,4735,4901,65524,65026,65156,63984,64551,63618,17169,12790,17846,18638,12906,17172,11664,10563,15198,11074,13824,15011,12860,13423,65028,64246,65071,65126,64400,64091,60978,8087,8221,8158,7847,8399,9153,8403,7275,7448,7197,6887,7088,7146,6940,10333,9340,9742,8709,8272,8767,8079,7551,7181,7125,6853,8047,6944,6398,45113,43914,46727,45505,50136,46257,34346,37135,34896,35250,37153,38049,40466,37406,39746,38211,39295,35906,35947,35298,36366,36724,37092,47399,42471,45747,42459,48077,51240,50912,50853,50801,50797,50467,25527,26946,23611,25219,19179,17771,17792,17775,17954,18053,17011,17094,17030,16342,16256,54892,55173,59984,56473,53755,57987,58118,56928,58139,55565,56640,56573,56020,56773,56149,56901,56329,57301,56602,57580,57534,34159,36614,36977,38485,37500,36792,59029,60222,59144,57896,55510,18355,19007,18505,17751,20953,17605,18915,17951,20761,19675,18297,24917,27378,25901,2260,26591,27373,6117,6147,4567,5910,5617,6221,5531,6308,5511,5521,6200,5178,5894,5186,5102,12220,11890,10881,11977,11952,11713,10924,12198,12416,11950,11964,10848,11673,13094,11865,12159,46148,46145,46176,46025,45913,46029,46221,46161,46386,46196,46100,46226,46181,46390,46235,46827,46492,47179,46762,47043,46842,47041,46830,46711,46573,46620,46488,47137,46615,46633,46538,47032,46716
1770.4724409448818,9469,5271,10875,10053,9794,9864,9964,10149,10310,9906,10234,10619,8890,9686,9558,8737,36837,36858,36775,36717,36930,25817,25386,26111,25487,25495,36673,37060,37139,36600,36544,24865,25991,25718,25293,25135,36257,36814,36666,36630,36617,36573,52998,57273,56782,55530,57744,54464,57065,56960,57109,57325,21765,22456,22168,23453,25279,27110,27046,24448,23370,23597,36631,36677,24103,25144,29542,34518,25774,23245,23255,24063,25137,2629,22041,28301,25229,21137,25695,5739,6860,6583,6570,6445,6536,62819,63583,63551,59939,61644,5585,5377,6804,5531,6629,6127,4181,3165,3684,4412,4153,8112,7275,8011,5471,7458,4274,5363,6625,5226,4918,5548,5959,4927,4930,5259,5415,65535,64711,65212,63936,64671,63560,17673,13156,18396,19106,13112,17669,12143,11036,15995,11789,14554,15729,13578,14126,64825,64531,65122,65041,64354,63852,60993,8969,9168,9080,8639,9214,10255,9390,8073,8236,7998,7693,7886,7935,7727,11262,10286,10760,9722,9228,9651,8993,8154,7852,7895,7566,8786,7466,7086,44727,43928,46565,45562,50468,46283,35866,38974,36436,36832,38670,39537,41618,38559,40599,39183,40486,37295,37215,36599,37575,38095,38291,47297,42621,45725,42631,48283,51043,50867,50817,50756,50764,50417,25188,26648,23052,25013,19171,18012,18005,18053,18249,18227,17289,17347,17273,16597,16468,55649,55889,60391,57225,54566,58623,58742,57545,58777,56271,57260,57218,56677,57389,56809,57525,56779,56983,56622,57569,57580,35498,37917,38202,39677,38728,38128,58914,60210,59071,58115,55319,20292,20943,20481,19604,22817,19471,20992,20020,22890,21987,20350,26752,29588,27509,1762,28397,29381,7518,7819,5729,7741,6955,7828,6963,8110,7129,7062,7884,6386,7483,6397,6479,12649,12171,11106,12210,12195,12096,11205,12348,13008,12590,12552,11383,12256,13818,12427,12743,47136,47142,47151,47023,46900,47014,47214,47158,47382,47177,47095,47219,47173,47372,47229,47803,47461,48143,47738,48030,47811,48036,47806,47672,47524,47601,47436,48106,47604,47605,47511,47980,47674
1773.6220472440946,10240,5371,11876,10789,10547,10654,10790,10978,11038,10652,11074,11458,9570,10522,10310,9343,38344,38367,38285,38221,38441,27522,27007,27904,27051,27110,38182,38587,38682,38109,38050,26445,27582,27394,26953,26679,37743,38331,38178,38138,38119,38084,53763,57919,57427,56246,58384,55327,57752,57653,57778,57975,23148,23972,24075,24841,26745,28389,28281,25556,24527,24756,37713,37750,25599,26612,30833,35645,27038,24411,24449,24994,26153,4573,23061,29217,26276,22245,26829,6335,7804,7549,7536,7406,7500,62543,63827,63404,59981,61793,6622,6254,7488,6376,7509,6853,4953,3926,4328,5100,4898,9185,8286,9057,6350,8576,4977,6157,7710,6036,5734,6423,6566,5828,5891,6066,6215,65417,64250,65198,63865,64678,63405,18392,13669,19184,19762,13476,18383,12798,11722,17115,12811,15598,16756,14609,15139,64441,64647,65120,64918,64282,63517,60963,9791,10051,9947,9401,10001,11258,10302,8834,8979,8764,8463,8650,8699,8487,12108,11193,11714,10697,10165,10507,9822,8741,8519,8630,8205,9505,8011,7725,44342,43972,46416,45660,50717,46280,37518,40983,38151,38569,40343,41135,42897,39834,41541,40325,41837,38849,38629,38019,38913,39606,39633,47203,42806,45778,42869,48536,51175,51090,51051,50981,51006,50635,24882,26474,22580,24786,19289,18429,18385,18489,18712,18572,17728,17786,17664,17008,16866,56396,56590,60736,57967,55366,59257,59368,58150,59419,56959,57863,57842,57316,57986,57448,58131,57243,56659,56629,57610,57642,36809,39226,39392,40832,39942,39473,58838,60120,58952,58359,55121,22389,23048,22623,21616,24853,21501,23251,22259,25199,24480,22564,28693,31940,29199,1227,30268,31402,9031,9598,7020,9695,8432,9544,8499,10003,8869,8730,9682,7731,9181,7740,8004,13195,12627,11479,12632,12589,12636,11644,12652,13895,13529,13449,12273,13129,14855,13271,13631,48032,48044,48033,47929,47795,47906,48113,48059,48283,48065,47997,48118,48073,48258,48131,48685,48335,49010,48619,48924,48684,48937,48689,48537,48379,48492,48291,48977,48499,48483,48391,48830,48539
