Wavelength (nm),POM,POM.01,POM.02,POM.03,POM.04,POM.05,POM.06,POM.07,POM.08,POM.09,POM.10,POM.11,POM.12,POM.13,POM.14,POM.15,PETG,PETG.01,PETG.02,PETG.03,PETG.04,PETG.05,PETG.06,PETG.07,PETG.08,PETG.09,PETG.10,PETG.11,PETG.12,PETG.13,PETG.14,PETG.15,PETG.16,PETG.17,PETG.18,PETG.19,PETG.20,PETG.21,PETG.22,PETG.23,PETG.24,PETG.25,PET,PET.01,PET.02,PET.03,PET.04,PET.05,PET.06,PET.07,PET.08,PET.09,PMMA,PMMA.01,PMMA.02,PMMA.03,PMMA.04,PMMA.05,PMMA.06,PMMA.07,PMMA.08,PMMA.09,PMMA.10,PMMA.11,PMMA.12,PMMA.13,PMMA.14,PMMA.15,PMMA.16,PMMA.17,PMMA.18,PMMA.19,PMMA.20,PMMA.21,PMMA.22,PMMA.23,PMMA.24,PMMA.25,PMMA.26,PMMA.27,PVC,PVC.01,PVC.02,PVC.03,PVC.04,PVC.05,PVC.06,PVC.07,PVC.08,PVC.09,PVC.10,PVC.11,PVC.12,PVC.13,PVC.14,PVC.15,PVC.16,PVC.17,PVC.18,PVC.19,PVC.20,PVC.21,PVC.22,PVC.23,PVC.24,PVC.25,PVC.26,HDPE,HDPE.01,HDPE.02,HDPE.03,HDPE.04,HDPE.05,HDPE.06,HDPE.07,HDPE.08,HDPE.09,HDPE.10,HDPE.11,HDPE.12,HDPE.13,HDPE.14,HDPE.15,HDPE.16,HDPE.17,HDPE.18,HDPE.19,HDPE.20,HDPE.21,HDPE.22,HDPE.23,LDPE,LDPE.01,LDPE.02,LDPE.03,LDPE.04,LDPE.05,PP,PP.01,PP.02,PP.03,PP.04,PP.05,PP.06,PP.07,PP.08,PP.09,PP.10,PP.11,PP.12,PP.13,PP.14,PP.15,PP.16,PP.17,PP.18,PP.19,PP.20,PP.21,PP.22,PP.23,PP.24,PP.25,PP.26,PP.27,PP.28,PP.29,PP.30,PP.31,PP.32,PP.33,PP.34,PA66,PA66.01,PA66.02,PA66.03,PA66.04,PA66.05,PA6,PA6.01,PA6.02,PA6.03,PA6.04,PA6.05,PA6.06,PA6.07,PA6.08,PA6.09,PA6.10,PA6.11,PA6.12,PA6.13,PA6.14,PA6.15,PA6.16,PA66.06,PA66.07,PA66.08,PA66.09,PA66.10,PS,PS.01,PS.02,PS.03,PS.04,PS.05,PS.06,PS.07,PS.08,PS.09,PS.10,PS.11,PS.12,PS.13,PS.14,PS.15,PS.16,PS.17,PS.18,PS.19,PS.20,PET.10,PET.11,PET.12,PET.13,PET.14,PET.15,PET.16,PET.17,PET.18,PET.19,PET.20,PET.21,PET.22,PET.23,PET.24,PET.25,PET.26,PET.27,PET.28,PET.29,PET.30,PET.31,PET.32,PET.33,PET.34,PET.35,PET.36,PLA,PLA.01,PLA.02,PLA.03,PLA.04,PLA.05,PLA.06,PLA.07,PLA.08,PLA.09,PLA.10,PLA.11,PLA.12,PLA.13,PLA.14,PLA.15,PLA.16,PLA.17,PLA.18,PLA.19,PLA.20,PLA.21,TPU,TPU.01,TPU.02,TPU.03,TPU.04,TPU.05,TPU.06,TPU.07,TPU.08,TPU.09,TPU.10,TPU.11,TPU.12,TPU.13,TPU.14,ABS,ABS.01,ABS.02,ABS.03,ABS.04,ABS.05,ABS.06,ABS.07,ABS.08,ABS.09,ABS.10,ABS.11,ABS.12,ABS.13,ABS.14,ABS.15,PC,PC.01,PC.02,PC.03,PC.04,PC.05,PC.06,PC.07,PC.08,PC.09,PC.10,PC.11,PC.12,PC.13,PC.14,PC.15,PC.16,PC.17,PC.18,PC.19,PC.20,PC.21,PC.22,PC.23,PC.24,PC.25,PC.26,PC.27,PC.28,PC.29,PC.30,PC.31,PC.32
1635.0393700787401,57241,62517,58416,57346,57421,57615,57606,57563,58070,57161,58071,57655,57153,57651,57396,58763,46700,46699,46760,46551,46826,38978,39995,39463,39318,39859,46669,46804,46692,46574,46498,38982,39432,39812,39182,40126,46623,46859,46693,46850,46782,46651,47762,52563,52523,51233,52634,52135,52590,52221,52016,52392,47899,49536,45522,48240,47227,42757,42431,43066,38351,40806,56082,55940,51116,51357,55962,56157,53202,49608,49928,52125,54136,35146,55122,56318,54506,54446,55069,35308,58883,61428,62326,62242,61800,62075,61629,62113,60641,60874,64487,64564,64100,64606,63681,64137,64153,62893,64722,62544,64590,65535,65508,65514,64824,65477,53121,63572,63326,63635,63771,63731,63827,63428,62840,63595,62876,61086,60196,60437,60385,61045,62092,62858,62457,62938,62762,62434,62807,63408,62634,64201,64040,63933,63890,63928,63934,61398,61392,62034,61643,58968,60120,60892,62206,61959,62263,61652,61612,61610,62432,56369,55559,55715,55191,55231,55577,55392,62355,61877,62041,62116,62245,62197,59550,60193,59503,59453,60135,59273,59869,59036,59960,58849,60571,59955,59192,60683,59068,60535,59612,58614,59300,60250,59037,58743,59916,59372,59452,59615,60086,57479,59648,60734,59490,61124,59818,60238,59370,61164,54948,53802,53948,53880,53966,53722,53970,52628,53343,54533,55297,31518,31291,31040,30824,31322,29708,30604,29719,29676,30361,51775,51370,59005,53983,51367,54439,54433,54363,54450,50930,52488,52140,52034,52354,51407,52401,58619,59289,59491,60575,60667,37657,42510,42449,45403,44517,43151,61318,60948,60023,59799,59875,55741,57390,55715,55858,59139,55000,57650,56151,53260,57884,56979,58425,58681,58627,41173,59460,59089,54826,55980,55006,55974,54459,55708,55213,55876,55623,55700,55643,54206,56014,54383,54297,41037,45833,46020,49073,46365,46304,45591,46578,40469,39884,42518,40698,38862,42364,39361,41106,40512,40437,40731,40467,40562,40689,40748,40481,40895,40617,40464,40412,40567,40661,40708,41347,41423,41610,41387,41122,41418,41768,41409,41347,41922,41356,41552,41723,41361,41333,41231,41602,41603
1638.1889763779527,55664,61461,56933,55819,55876,56100,56079,56064,56466,55629,56529,56103,55572,56105,55794,57207,41442,41421,41501,41279,41565,33411,34383,33764,33755,34141,41402,41563,41478,41297,41220,33359,33797,34173,33637,34511,41342,41576,41436,41573,41524,41388,43097,47586,47533,46300,47623,47717,47667,47378,47082,47441,46444,48413,44996,46903,45992,40764,40427,40945,36258,38713,54655,54507,49131,49423,54123,54538,51749,47886,48123,50420,52331,33930,53230,54504,52712,52684,53214,33709,58746,61323,62255,62130,61692,61200,61076,61360,59989,60043,64195,64201,63584,64329,63208,63623,63779,62433,64400,61951,64268,65509,65535,65535,64701,65516,52149,63459,63357,63606,63734,63687,63709,63447,62816,63524,62767,60343,59038,59849,59466,59935,61286,63201,62348,63285,63093,62130,63152,63221,62437,64407,64317,64216,64167,64221,64219,60571,60607,61317,61042,58151,59207,59981,61272,61155,61451,60600,60768,60616,61360,55163,54402,54523,53963,54035,54385,54200,61594,61157,61301,61368,61465,61397,58338,58921,58165,58078,58721,57888,58487,57639,60660,59562,61142,60579,60120,61358,60199,61369,60359,59596,60165,61218,60070,59767,60659,60074,60293,60641,61140,58412,60349,61513,60243,61506,60571,60815,60025,61695,54820,53549,53699,53634,53717,53446,51980,51192,51465,52760,53783,28413,28188,27940,27720,28310,26218,27126,26245,26170,26917,46999,46424,57376,49331,46673,49563,49529,49488,49546,46047,47489,47206,47028,47344,46478,47414,57148,57621,57918,59424,59425,33483,38239,38184,41019,40238,38764,60166,60053,59177,58622,58743,55863,57612,55920,56008,59350,55150,57677,56128,53017,57819,56965,58168,58293,58349,40114,59305,58996,51449,52887,51611,52993,50935,52657,51883,52841,52458,52600,52574,50734,52863,50919,50879,38221,43078,43203,46691,43532,43695,42622,43662,37439,36804,39579,37646,35638,39267,36163,38009,36494,36416,36716,36437,36536,36669,36711,36451,36856,36609,36445,36396,36550,36637,36698,37381,37461,37645,37421,37177,37443,37781,37449,37369,37913,37398,37582,37760,37400,37374,37256,37663,37625
1641.3385826771653,53839,60092,55201,54052,54105,54372,54300,54320,54610,53891,54749,54329,53725,54294,53949,55434,35385,35347,35443,35218,35503,27569,28445,27787,27914,28147,35343,35513,35454,35234,35157,27450,27887,28209,27838,28587,35270,35493,35386,35497,35468,35335,37414,41402,41343,40247,41403,42167,41544,41355,40968,41286,44817,47155,44308,45484,44638,38677,38271,38769,34075,36581,52612,52453,46828,47191,51879,52362,50106,45950,46116,48518,50436,32742,51126,52354,50627,50761,51118,32150,58541,61151,62129,61960,61532,60562,60879,60836,59664,59537,63929,63885,63111,64085,62815,63135,63480,62117,64089,61458,63970,65441,65507,65526,64659,65535,51270,63493,63585,63728,63840,63837,63727,63639,63002,63599,62923,59761,58221,59657,58934,59094,60678,63707,62437,63797,63595,62035,63663,63202,62487,64721,64674,64596,64551,64604,64598,59998,60127,60864,60772,57800,58665,59402,60431,60383,60671,59566,60020,59782,60390,54068,53370,53460,52873,52961,53325,53143,60856,60491,60583,60648,60712,60629,57326,57823,57077,56943,57487,56739,57316,56483,61375,60448,61773,61291,61102,62063,61260,62152,61072,60623,61050,62115,61109,60855,61424,60860,61202,61590,62115,59467,61061,62264,61063,61972,61382,61570,60868,62351,55035,53703,53854,53795,53868,53581,50330,50160,49912,51318,52678,25850,25635,25400,25185,25840,23341,24265,23415,23292,24088,41075,40340,55963,43441,40876,43379,43318,43295,43339,40027,41295,41095,40861,41146,40377,41233,56001,56203,56534,58587,58397,29047,33499,33411,36055,35424,33951,59248,59475,58689,57783,57967,55784,57669,55930,55959,59477,55103,57554,55880,52531,57641,56718,58172,58156,58390,39058,59427,59193,47958,49667,48115,49893,47322,49477,48443,49687,49209,49456,49395,47206,49571,47374,47400,35656,40605,40614,44581,40995,41370,39973,41064,34858,34138,37024,35036,32878,36672,33416,35359,32121,32043,32338,32056,32158,32290,32313,32064,32455,32241,32073,32027,32177,32252,32327,33030,33110,33285,33068,32848,33079,33399,33098,33009,33512,33057,33222,33397,33052,33030,32902,33323,33257
1644.4881889763778,51676,58286,53118,51946,52009,52328,52172,52230,52416,51843,52636,52234,51524,52124,51770,53352,28814,28764,28872,28654,28923,21726,22466,21821,22068,22171,28776,28942,28904,28670,28598,21543,21986,22216,22050,22642,28695,28898,28826,28909,28899,28777,30977,34304,34247,33357,34271,35704,34507,34428,33961,34221,42921,45628,43239,43847,43033,36415,35873,36462,31727,34329,49850,49675,44128,44582,49158,49565,48161,43710,43827,46338,48372,31588,48741,49810,48175,48599,48713,30656,58212,60854,61884,61675,61259,60218,61025,60580,59651,59369,63686,63633,62708,63873,62510,62700,63256,61930,63804,61067,63705,65314,65404,65463,64676,65505,50472,63605,63919,63924,64020,64108,63828,63915,63297,63748,63262,59371,57808,59826,58820,58589,60312,64299,62665,64392,64197,62105,64266,63310,62724,65073,65048,65001,64969,65008,65001,59711,59989,60704,60848,57899,58538,59185,59771,59722,60014,58668,59439,59200,59632,53176,52544,52614,52006,52092,52483,52305,60227,59959,59962,60032,60074,59986,56601,57002,56338,56155,56555,55934,56467,55685,62128,61481,62482,62090,62107,62798,62239,62894,61769,61665,61944,62937,62132,61969,62210,61726,62156,62468,63001,60622,61801,62987,61944,62544,62240,62467,61864,63108,55269,53958,54106,54055,54112,53820,49021,49423,48640,50180,51894,23810,23611,23393,23194,23888,21067,22009,21217,21036,21861,34268,33404,54801,36564,34227,36173,36092,36080,36120,33151,34201,34094,33826,34056,33396,34153,55198,55133,55412,58104,57628,24469,28434,28283,30674,30223,28859,58632,59239,58566,57319,57588,55266,57314,55497,55474,59278,54616,57039,55171,51579,57114,56007,58207,58053,58534,37998,59593,59438,44510,46470,44682,46806,43791,46305,45052,46556,46023,46408,46240,43778,46292,43913,44018,33343,38388,38246,42692,38745,39294,37632,38786,32683,31847,34812,32819,30552,34544,31089,33118,27533,27458,27737,27465,27569,27692,27695,27464,27833,27653,27487,27446,27589,27648,27735,28430,28507,28666,28463,28268,28464,28759,28492,28402,28855,28465,28606,28770,28453,28435,28305,28716,28637
1647.6377952755906,49087,55917,50580,49405,49486,49861,49602,49696,49796,49380,50095,49718,48890,49504,49168,50863,22104,22048,22161,21961,22201,16173,16754,16164,16506,16515,22076,22223,22203,21979,21913,15942,16389,16505,16550,16976,21992,22165,22129,22185,22191,22086,24170,26732,26683,26044,26670,28677,26985,27013,26490,26681,40672,43705,41596,41857,41045,33899,33162,33946,29156,31875,46323,46130,40974,41539,45912,46125,45801,41084,41186,43799,46039,30467,46001,46826,45293,46102,45929,29224,57707,60381,61459,61220,60812,60168,61428,60582,59880,59488,63445,63437,62374,63674,62275,62327,63077,61817,63544,60752,63463,65107,65200,65313,64708,65389,49714,63692,64233,64082,64170,64387,63924,64155,63558,63871,63652,59166,57790,60248,59077,58429,60187,64875,62941,64956,64797,62251,64853,63460,63039,65374,65360,65343,65328,65346,65343,59693,60170,60810,61221,58352,58808,59288,59356,59241,59557,58009,59073,58926,59164,52554,51984,52044,51422,51489,51917,51745,59782,59626,59507,59586,59623,59544,56209,56517,55992,55769,56003,55530,56003,55312,62917,62589,63248,62945,63085,63539,63123,63586,62458,62678,62821,63671,63096,63042,62994,62633,63103,63272,63780,61818,62568,63668,62849,63207,63108,63422,62932,63897,55110,53914,54055,54013,54051,53765,47962,48774,47525,49235,51237,22198,22019,21818,21642,22354,19307,20267,19551,19313,20144,26979,26037,53868,29095,27105,28393,28299,28293,28334,25838,26646,26629,26351,26510,25968,26611,54690,54438,54575,57942,57103,19897,23234,23007,25096,24839,23672,58323,59306,58743,57199,57571,54082,56303,54381,54326,58501,53460,55892,53782,49955,55989,54611,57976,57696,58481,36920,59489,59410,41237,43426,41445,43846,40479,43261,41843,43569,43018,43556,43219,40572,43159,40668,40853,31237,36337,36034,40904,36702,37368,35520,36753,30792,29822,32831,30870,28554,32750,29078,31172,22899,22829,23083,22833,22937,23045,23030,22822,23161,23012,22857,22819,22954,22995,23092,23747,23817,23957,23773,23605,23767,24031,23800,23717,24112,23790,23903,24048,23771,23756,23632,24010,23931
1650.7874015748032,46009,52885,47510,46357,46458,46885,46522,46643,46687,46413,47049,46700,45770,46370,46075,47882,15680,15624,15735,15561,15762,11184,11601,11098,11498,11455,15664,15783,15774,15581,15525,10934,11369,11374,11596,11868,15583,15721,15716,15748,15765,15682,17453,19220,19184,18809,19139,21534,19505,19620,19079,19198,38011,41286,39245,39398,38564,31074,30106,31159,26327,29154,42054,41844,37349,38035,42124,42066,42941,38019,38144,40833,43333,29367,42846,43380,41943,43183,42714,27823,56994,59693,60808,60556,60147,60354,61956,60787,60237,59794,63173,63262,62081,63453,62070,62006,62893,61696,63287,60462,63212,64795,64866,65039,64689,65145,48931,63640,64391,64083,64180,64541,63914,64229,63629,63853,63929,59108,58096,60771,59595,58567,60265,65320,63151,65371,65278,62360,65311,63545,63292,65535,65535,65535,65535,65535,65535,59885,60599,61110,61789,59011,59398,59615,59209,58980,59347,57655,58936,58964,59015,52228,51710,51771,51139,51175,51642,51478,59566,59524,59257,59352,59401,59346,56141,56369,56018,55770,55844,55516,55921,55362,63710,63664,64017,63792,63978,64243,63895,64211,63135,63605,63644,64304,63954,64000,63740,63519,63977,63992,64434,62975,63338,64284,63720,63910,63929,64322,63954,64627,54137,53144,53276,53242,53258,52992,46986,47946,46382,48304,50435,20865,20709,20521,20372,21085,17911,18882,18255,17970,18781,19704,18749,53096,21539,19978,20594,20497,20497,20538,18600,19162,19223,18957,19042,18620,19137,54371,54085,54000,58006,56759,15493,18121,17824,19574,19504,18594,58270,59582,59103,57338,57822,52052,54439,52396,52338,56927,51455,53912,51540,47501,54056,52358,57165,56774,57899,35811,58782,58768,38230,40627,38497,41092,37475,40427,38906,40809,40266,40954,40405,37663,40264,37725,37979,29251,34319,33877,39058,34739,35453,33505,34837,29016,27912,30923,29015,26728,31096,27227,29353,18398,18336,18556,18338,18439,18528,18496,18316,18619,18499,18360,18326,18451,18474,18575,19163,19223,19339,19179,19039,19169,19399,19202,19132,19465,19211,19294,19414,19185,19174,19062,19390,19321
1653.9370078740158,42421,49134,43873,42771,42885,43354,42903,43042,43060,42898,43463,43141,42153,42702,42462,44359,9963,9914,10013,9874,10029,6988,7254,6854,7269,7211,9961,10046,10043,9895,9851,6750,7150,7064,7401,7548,9888,9989,10008,10019,10043,9984,11313,12337,12317,12183,12248,14770,12627,12800,12285,12340,34917,38321,36132,36401,35527,27922,26718,28070,23245,26138,37144,36921,33283,34092,37822,37464,39534,34503,34692,37403,40170,28272,39247,39482,38126,39779,39042,26406,56059,58775,59910,59661,59239,60681,62453,61111,60594,60167,62829,63054,61778,63162,61834,61701,62634,61466,62994,60124,62902,64350,64373,64600,64547,64730,48048,63352,64272,63825,63948,64443,63701,64024,63377,63594,63941,59142,58610,61231,60230,58909,60480,65535,63185,65535,65535,62313,65535,63459,63344,65483,65509,65505,65513,65505,65507,60206,61169,61498,62418,59707,60187,60037,59307,58940,59381,57618,59000,59270,59157,52173,51692,51763,51125,51124,51628,51473,59579,59642,59214,59331,59411,59390,56332,56498,56330,56078,56018,55814,56152,55761,64448,64585,64712,64554,64720,64852,64539,64743,63788,64394,64367,64820,64657,64770,64405,64313,64709,64607,64947,64001,64072,64805,64487,64576,64639,65042,64802,65196,51988,51273,51395,51365,51361,51124,45882,46654,45002,47171,49191,19637,19502,19320,19198,19901,16700,17668,17134,16821,17584,12973,12081,52397,14449,13351,13379,13286,13293,13330,11975,12312,12427,12195,12213,11909,12295,54113,53989,53631,58169,56506,11422,13323,12980,14373,14462,13830,58382,59941,59499,57615,58208,49081,51606,49441,49416,54409,48508,50978,48358,44145,51179,49161,55511,55019,56486,34663,57185,57218,35529,38112,35871,38577,34809,37846,36279,38311,37783,38601,37827,35069,37651,35110,35412,27282,32188,31658,36985,32707,33398,31437,32875,27170,25954,28918,27075,24901,29361,25363,27476,14197,14143,14324,14147,14241,14309,14262,14115,14376,14281,14164,14133,14246,14252,14352,14849,14897,14989,14857,14741,14845,15037,14874,14821,15091,14899,14955,15046,14870,14860,14769,15033,14982
1657.0866141732283,38348,44676,39692,38671,38784,39278,38773,38917,38938,38845,39358,39055,38074,38532,38354,40299,5327,5287,5369,5267,5374,3741,3884,3590,3973,3927,5334,5387,5386,5287,5256,3546,3882,3744,4112,4172,5275,5341,5372,5371,5395,5358,6200,6619,6613,6661,6533,8873,6882,7073,6631,6637,31419,34820,32305,32857,31936,24470,23062,24693,19957,22842,31763,31533,28862,29780,33089,32448,35593,30578,30863,33520,36509,27163,35220,35183,33891,35876,34935,24921,54913,57633,58768,58538,58090,61036,62783,61458,60834,60487,62369,62745,61397,62749,61500,61362,62223,61024,62608,59655,62472,63742,63696,63960,64213,64107,46997,62761,63801,63240,63407,64002,63216,63471,62718,63026,63574,59209,59198,61484,60825,59345,60757,65450,62959,65382,65494,62017,65456,63115,63089,65180,65247,65216,65223,65221,65220,60564,61762,61865,62975,60284,61032,60424,59573,59070,59605,57847,59192,59742,59503,52307,51848,51936,51295,51256,51786,51639,59769,59916,59334,59478,59603,59620,56658,56780,56778,56545,56397,56278,56560,56362,65053,65238,65246,65146,65254,65303,65038,65157,64392,64998,64948,65206,65168,65293,64948,64946,65237,65091,65307,64811,64717,65204,65080,65121,65175,65472,65357,65517,48437,48048,48159,48129,48107,47908,44432,44643,43194,45632,47234,18341,18228,18042,17945,18628,15494,16441,15995,15683,16371,7289,6538,51688,8362,7703,7318,7240,7255,7282,6469,6624,6762,6579,6548,6352,6612,53797,54037,53395,58298,56254,7833,9055,8703,9737,9943,9574,58550,60255,59786,57910,58585,45181,47797,45523,45570,50907,44629,47076,44256,39915,47330,45034,52852,52263,54033,33470,54515,54567,33123,35870,33550,36290,32456,35507,33943,36059,35540,36452,35472,32758,35310,32796,33121,25224,29817,29268,34549,30470,31072,29177,30711,25094,23808,26672,24894,22919,27350,23334,25376,10434,10390,10529,10398,10481,10529,10471,10358,10573,10499,10407,10379,10478,10471,10563,10955,10991,11058,10955,10861,10943,11098,10967,10931,11140,11004,11036,11097,10975,10965,10897,11091,11062
1660.236220472441,33876,39595,35055,34140,34234,34735,34217,34356,34403,34331,34813,34519,33621,33953,33833,35768,2045,2019,2076,2012,2075,1517,1573,1382,1684,1661,2058,2083,2081,2030,2011,1386,1629,1487,1800,1812,2017,2052,2084,2076,2096,2078,2479,2499,2503,2644,2430,4265,2702,2868,2543,2522,27594,30856,27906,28828,27862,20797,19251,21090,16554,19336,26137,25911,24226,25223,28060,27189,31195,26338,26740,29248,32370,26024,30832,30576,29335,31522,30464,23331,53585,56294,57411,57208,56725,61306,62851,61740,60873,60665,61747,62261,60857,62155,60994,60921,61584,60279,62060,58971,61850,62942,62812,63090,63628,63249,45726,61850,62959,62313,62538,63180,62426,62554,61637,62130,62778,59262,59732,61443,61248,59760,61025,65049,62431,64904,65132,61420,65057,62472,62475,64627,64748,64670,64665,64682,64674,60881,62267,62115,63348,60627,61793,60665,59883,59271,59909,58226,59399,60236,59913,52497,52046,52153,51515,51442,51983,51843,60033,60235,59525,59701,59879,59926,56950,57043,57170,56977,56795,56714,56961,56962,65441,65535,65535,65491,65535,65535,65376,65428,64915,65385,65348,65448,65463,65535,65333,65365,65518,65413,65505,65337,65215,65454,65442,65461,65485,65535,65535,65535,43446,43394,43494,43461,43424,43268,42454,41742,40819,43523,44373,16844,16750,16551,16474,17130,14152,15054,14686,14403,14996,3073,2529,50920,3737,3437,2888,2831,2851,2865,2491,2524,2649,2526,2473,2367,2516,53342,54112,53219,58290,55933,4849,5496,5177,5874,6141,5987,58672,60416,59850,58120,58833,40479,43126,40773,40924,46500,39948,42316,39369,34951,42608,40112,49169,48478,50470,32236,50739,50774,30953,33837,31467,34177,30343,33359,31835,33992,33460,34431,33284,30659,33182,30707,31031,22996,27122,26633,31673,27931,28392,26628,28226,22683,21386,24091,22381,20676,24927,21035,22945,7209,7175,7274,7188,7256,7288,7223,7145,7311,7254,7189,7163,7246,7233,7311,7592,7616,7661,7586,7512,7576,7696,7593,7573,7726,7637,7650,7683,7611,7600,7556,7682,7674
1663.3858267716535,29140,34052,30113,29317,29375,29863,29374,29503,29589,29494,29970,29671,28930,29109,29035,30898,268,255,284,255,281,301,311,216,389,386,278,285,283,266,258,241,368,274,455,452,257,269,291,284,295,289,386,260,266,393,220,1253,373,472,299,276,23565,26566,23163,24448,23449,17023,15431,17371,13160,15735,20534,20321,19554,20587,22918,21896,26482,21927,22453,24706,27841,24843,26207,25794,24603,26832,25752,21615,52118,54798,55884,55710,55188,61409,62623,61890,60680,60656,60918,61527,60078,61326,60249,60303,60648,59160,61272,57995,60962,61919,61699,61962,62750,62133,44214,60655,61788,61080,61367,61994,61344,61314,60187,60933,61574,59272,60111,61085,61415,60060,61230,64368,61606,64146,64479,60527,64372,61537,61517,63866,64041,63906,63882,63925,63907,61103,62600,62186,63468,60689,62358,60695,60080,59401,60134,58584,59473,60576,60210,52573,52121,52246,51614,51515,52051,51913,60224,60448,59650,59866,60097,60157,57014,57085,57294,57154,56989,56902,57139,57323,65535,65427,65515,65535,65533,65500,65535,65535,65314,65535,65535,65535,65535,65484,65535,65535,65535,65535,65535,65535,65506,65535,65535,65535,65535,65198,65293,65234,37187,37445,37533,37494,37449,37337,39841,37896,37824,40763,40537,15068,14990,14774,14713,15333,12587,13423,13116,12889,13372,604,319,50086,897,829,406,376,393,396,305,285,363,303,260,221,281,52723,54116,53048,58087,55512,2554,2775,2526,2929,3198,3192,58673,60356,59626,58182,58873,35206,37820,35429,35704,41391,34696,36920,33935,29492,37230,34632,44603,43793,45892,30970,45993,45965,28931,31916,29524,32155,28367,31318,29859,32013,31445,32442,31184,28675,31173,28740,29044,20557,24087,23732,28358,25057,25346,23758,25366,19910,18669,21156,19519,18136,22048,18433,20152,4580,4555,4619,4572,4624,4643,4577,4530,4650,4607,4566,4543,4610,4593,4655,4830,4845,4871,4821,4764,4815,4902,4824,4818,4921,4870,4869,4879,4849,4837,4815,4881,4891
1666.5354330708662,24314,28269,25059,24386,24393,24852,24428,24545,24675,24524,25014,24693,24171,24187,24141,25872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19488,22131,18361,19906,18899,13307,11771,13683,9921,12193,15227,15036,15049,16067,17879,16794,21646,17527,18161,20062,23078,23618,21511,20998,19871,21983,20969,19784,50555,53189,54237,54084,53526,61297,62133,61874,60274,60466,59835,60471,58982,60206,59201,59425,59358,57623,60163,56662,59737,60640,60335,60556,61551,60746,42468,59248,60378,59622,59960,60515,60022,59838,58481,59507,60046,59231,60281,60459,61295,60184,61343,63491,60543,63206,63619,59400,63488,60372,60295,62965,63177,62990,62946,63012,62982,61205,62713,62056,63320,60483,62651,60494,59984,59286,60094,58718,59254,60574,60201,52346,51889,52027,51408,51291,51805,51665,60165,60377,59548,59809,60086,60133,56649,56699,56939,56857,56748,56620,56877,57202,65273,64912,65154,65248,65238,65170,65486,65455,65535,65432,65481,65445,65387,65152,65532,65441,65286,65415,65383,65382,65535,65423,65335,65303,65311,64483,64642,64644,30034,30537,30615,30570,30520,30451,36579,33181,34256,37367,35792,13007,12943,12709,12659,13233,10783,11532,11271,11120,11488,0,0,49228,0,0,0,0,0,0,0,0,0,0,0,0,0,51975,53990,52851,57687,55009,989,960,805,978,1196,1260,58513,60060,59113,58080,58681,29673,32195,29812,30218,35880,29188,31204,28275,23852,31513,28912,39437,38485,40551,29688,40565,40424,26951,29989,27607,30124,26416,29283,27903,30014,29389,30391,29081,26700,29172,26779,27053,17913,20769,20601,24696,21888,21996,20608,22153,16830,15712,17928,16377,15340,18766,15572,17050,2565,2548,2583,2567,2602,2612,2552,2530,2607,2577,2556,2537,2586,2571,2614,2702,2708,2720,2691,2649,2688,2747,2692,2694,2757,2733,2724,2719,2719,2706,2702,2722,2742
1669.6850393700788,19595,22507,20111,19551,19501,19922,19583,19693,19862,19638,20158,19801,19532,19390,19352,20908,1108,1119,1091,1112,1100,456,475,578,368,346,1091,1096,1102,1097,1102,488,367,496,299,305,1109,1109,1079,1091,1079,1077,1243,1627,1610,1379,1674,502,1501,1381,1557,1602,15536,17761,13807,15429,14443,9817,8436,10191,6985,8878,10477,10315,10914,11861,13168,12105,16908,13332,14042,15519,18287,22356,16939,16372,15334,17192,16314,17876,48928,51499,52514,52364,51783,60971,61470,61694,59721,60142,58450,59033,57501,58744,57794,58206,57667,55649,58658,54924,58110,59069,58698,58850,60016,59072,40522,57724,58845,58038,58406,58847,58534,58236,56661,57947,58320,59153,60234,59672,60919,60113,61359,62534,59336,62208,62668,58141,62519,59074,58934,62002,62213,61999,61941,62013,61976,61196,62598,61745,62940,60083,62648,60095,59421,58748,59595,58416,58579,60050,59694,51633,51175,51320,50720,50591,51073,50924,59676,59845,59048,59357,59667,59669,55674,55698,55929,55899,55864,55678,55982,56384,64628,64027,64448,64632,64655,64538,65195,65163,65514,65066,65160,65153,65026,64561,65308,65082,64787,65011,65032,64878,65247,65096,64838,64759,64820,63450,63635,63827,22521,23178,23245,23194,23147,23113,32762,27806,30256,33448,30340,10726,10672,10427,10384,10900,8797,9442,9213,9147,9403,1199,1482,48424,1013,907,1591,1623,1586,1599,1482,1572,1472,1522,1594,1604,1578,51180,53719,52624,57140,54478,153,54,0,23,146,208,58198,59559,58368,57840,58286,24233,26613,24285,24809,30327,23775,25532,22742,18383,25828,23310,34056,32935,34827,28406,34862,34555,24912,27945,25610,27991,24384,27155,25861,27887,27198,28201,26890,24643,27073,24719,24967,15123,17294,17337,20849,18532,18471,17288,18687,13576,12635,14537,13097,12398,15228,12564,13768,1151,1141,1155,1159,1178,1182,1136,1131,1173,1153,1146,1132,1164,1153,1178,1204,1206,1207,1195,1167,1194,1230,1194,1200,1232,1225,1215,1203,1218,1206,1212,1205,1227
