Wavelength (nm),POM,POM.01,POM.02,POM.03,POM.04,POM.05,POM.06,POM.07,POM.08,POM.09,POM.10,POM.11,POM.12,POM.13,POM.14,POM.15,PETG,PETG.01,PETG.02,PETG.03,PETG.04,PETG.05,PETG.06,PETG.07,PETG.08,PETG.09,PETG.10,PETG.11,PETG.12,PETG.13,PETG.14,PETG.15,PETG.16,PETG.17,PETG.18,PETG.19,PETG.20,PETG.21,PETG.22,PETG.23,PETG.24,PETG.25,PET,PET.01,PET.02,PET.03,PET.04,PET.05,PET.06,PET.07,PET.08,PET.09,PMMA,PMMA.01,PMMA.02,PMMA.03,PMMA.04,PMMA.05,PMMA.06,PMMA.07,PMMA.08,PMMA.09,PMMA.10,PMMA.11,PMMA.12,PMMA.13,PMMA.14,PMMA.15,PMMA.16,PMMA.17,PMMA.18,PMMA.19,PMMA.20,PMMA.21,PMMA.22,PMMA.23,PMMA.24,PVC,PVC.01,PVC.02,PVC.03,PVC.04,PVC.10,PVC.11,PVC.12,PVC.13,PVC.14,PVC.15,PVC.16,PVC.17,PVC.18,PVC.19,PVC.20,PVC.21,PVC.22,PVC.23,PVC.24,PVC.25,PVC.26,HDPE,HDPE.01,HDPE.02,HDPE.03,HDPE.04,HDPE.05,HDPE.06,HDPE.07,HDPE.08,HDPE.09,HDPE.16,HDPE.17,HDPE.18,HDPE.19,HDPE.20,HDPE.21,HDPE.22,HDPE.23,LDPE,LDPE.01,LDPE.02,LDPE.03,LDPE.04,LDPE.05,PP.07,PP.08,PP.09,PP.10,PP.11,PP.12,PP.13,PP.14,PP.15,PP.16,PP.17,PP.18,PP.19,PP.20,PP.21,PP.22,PP.23,PP.24,PP.25,PP.26,PP.27,PP.28,PP.29,PP.30,PP.31,PP.32,PP.33,PP.34,PA66,PA66.01,PA66.02,PA66.03,PA66.04,PA66.05,PA6,PA6.01,PA6.02,PA6.03,PA6.04,PA6.05,PA6.06,PA6.07,PA6.08,PA6.09,PA6.10,PA6.11,PA6.12,PA6.13,PA6.14,PA6.15,PA6.16,PA66.06,PA66.07,PA66.08,PA66.09,PA66.10,PS,PS.01,PS.02,PS.03,PS.04,PS.05,PS.11,PS.12,PS.13,PS.14,PS.15,PS.16,PS.17,PS.18,PS.19,PS.20,PET.10,PET.11,PET.13,PET.14,PET.15,PET.16,PET.17,PET.18,PET.19,PET.20,PET.21,PET.22,PET.23,PET.24,PET.25,PET.31,PET.32,PET.33,PET.34,PET.35,PET.36,PLA.05,PLA.06,PLA.07,PLA.08,PLA.09,PLA.10,PLA.11,PLA.12,PLA.13,PLA.14,PLA.15,PLA.16,PLA.17,PLA.18,PLA.19,PLA.20,PLA.21,TPU,TPU.01,TPU.02,TPU.03,TPU.04,TPU.05,TPU.06,TPU.07,TPU.08,TPU.09,TPU.10,TPU.11,TPU.12,TPU.13,TPU.14,ABS,ABS.01,ABS.02,ABS.03,ABS.04,ABS.05,ABS.06,ABS.07,ABS.08,ABS.09,ABS.10,ABS.11,ABS.12,ABS.13,ABS.14,ABS.15,PC,PC.01,PC.02,PC.03,PC.04,PC.05,PC.06,PC.07,PC.08,PC.09,PC.10,PC.11,PC.12,PC.13,PC.14,PC.15,PC.16,PC.17,PC.18,PC.19,PC.20,PC.21,PC.22,PC.23,PC.24,PC.25,PC.26,PC.27,PC.28,PC.29,PC.30,PC.31,PC.32,HDPE.26,HDPE.1,HDPE.2,HDPE.3,HDPE.4,HDPE.5,HDPE.6,HDPE.7,HDPE.8,HDPE.9,HDPE.10.1,HDPE.11.1,HDPE.12.1,HDPE.13.1,HDPE.14.1,LDPE.15,LDPE.1,LDPE.2,LDPE.3,LDPE.4,LDPE.5,LDPE.6,LDPE.7,LDPE.8,LDPE.9,HDPE.20.1,HDPE.21.1,HDPE.22.1,HDPE.23.1,HDPE.24,LDPE.10,LDPE.11,LDPE.12,LDPE.13,LDPE.14,PMMA.115,PMMA.1,PMMA.2,PMMA.3,PMMA.4,PMMA.5,PMMA.6,PMMA.7,PMMA.8,PMMA.9,PMMA.10.1,PMMA.11.1,PMMA.12.1,PMMA.13.1,PMMA.14.1,PMMA.15.1,PMMA.16.1,PMMA.17.1,PMMA.18.1,PMMA.19.1,PMMA.20.1,PMMA.21.1,PMMA.22.1,PMMA.23.1,PMMA.24.1,PMMA.30,PMMA.31,PMMA.32,PMMA.33,PMMA.34,PMMA.35,PMMA.36,PMMA.37,PMMA.38,PMMA.39,PMMA.40,PMMA.41,PMMA.42,PMMA.43,PMMA.44,PMMA.45,PMMA.46,PMMA.47,PMMA.48,PMMA.49,PMMA.50,PMMA.51,PMMA.52,PMMA.53,PMMA.54,PMMA.55,PMMA.56,PMMA.57,PMMA.58,PMMA.59,PMMA.60,PMMA.61,PMMA.62,PMMA.63,PMMA.64,PMMA.65,PMMA.66,PMMA.67,PMMA.68,PMMA.69,PMMA.70,PMMA.71,PMMA.72,PMMA.73,PMMA.74,PMMA.75,PMMA.76,PMMA.77,PMMA.78,PMMA.79,PMMA.80,PMMA.81,PMMA.82,PMMA.83,PMMA.84,PMMA.95,PMMA.96,PMMA.97,PMMA.98,PMMA.99,PMMA.100,PMMA.101,PMMA.102,PMMA.103,PMMA.104,PMMA.114,PVC.5,PVC.6,PVC.7,PVC.8,PVC.9,PVC.10.1,PVC.11.1,PVC.12.1,PVC.13.1,PVC.14.1,PVC.15.1,PVC.16.1,PVC.17.1,PVC.18.1,PVC.19.1,PVC.20.1,PVC.21.1,PVC.22.1,PVC.23.1,PVC.24.1,PVC.25.1,PVC.26.1,PVC.27,PVC.28,PVC.29,PVC.30,PVC.31,PVC.32,PVC.33,PVC.34,PVC.35,PVC.36,PVC.37,PVC.38,PVC.39,PVC.40,PVC.41,PVC.42,PVC.43,PVC.44,PVC.45,PVC.46,PVC.47,PVC.48,PVC.49,PVC.60,PVC.61,PVC.62,PVC.63,PVC.64,PVC.65,PVC.66,PVC.67,PVC.68,PVC.69,PA6.17,PA6.1,PA6.2,PA6.3,PA6.4,PA6.5,PA6.6,PA6.7,PA6.8,PA6.9,PA66.20,PA66.1,PA66.2,PA66.3,PA66.4,PA66.5,PA66.6,PA66.7,PA66.8,PA66.9,PA66.10.1,PA66.11,PA66.12,PA66.13,PA66.14,PA66.15,PA66.16,PA66.17,PA66.18,PA66.19,PC.33,PC.1,PC.2,PC.3,PC.4,PC.5,PC.6,PC.7,PC.8,PC.9,PC.10.1,PC.11.1,PC.12.1,PC.13.1,ABS.5,ABS.1,ABS.2,ABS.3,ABS.4,PP.35,PP.1,PP.2,PP.3,PP.4,PP.5,PP.6,PP.7,PP.8,PP.9,PP.10.1,PP.11.1,PP.12.1,PP.13.1,PP.14.1,PP.15.1,PP.16.1,PP.17.1,PP.18.1,PP.19.1,PET.37,PET.1,PET.2,PET.3,PET.4,PET.5,PET.6,PET.7,PET.8,PET.9,PET.10.1,PET.14.1,PET.15.1,PET.16.1,PET.17.1,PS.21,PS.1,PS.2,PS.3,PS.4,PS.5,PS.6,PS.7,PS.8,PS.9,PS.10.1,PS.11.1,PS.12.1,PS.13.1,PS.14.1
1550.0,45768,25582,41604,45069,44843,41211,44740,44183,43589,43745,39578,42716,47852,45106,44270,36493,61177,61057,60989,60984,60829,44602,45293,42296,41722,38078,60949,60929,61475,60784,60765,47015,41603,43995,44223,41032,60925,60971,60906,60683,60864,60554,58673,60412,60630,60463,60250,59633,60075,60132,60233,59896,53352,52849,35886,44716,42971,50143,54203,42766,54603,48868,62082,62334,48020,40464,41561,47839,43894,48682,47160,41385,33616,58063,40002,41204,46046,62393,62234,61872,62224,61662,32951,30367,26162,32003,29554,30118,31057,33413,41837,39807,35825,44784,45234,44468,28066,42783,49174,34096,32033,35467,34070,25782,35272,35338,32868,29752,25251,51611,45768,52532,51703,37797,51596,37524,34160,55760,51973,54040,54515,53416,53467,48677,53227,50088,46713,50248,42277,37374,55055,56225,56368,56184,58272,56018,55744,52921,52052,52460,50998,51448,51280,35352,33791,35554,36419,30908,31354,34677,34702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54330,55363,55344,55050,54912,54800,58415,58408,58209,57632,58318,55127,54978,54340,54246,53826,60086,60488,58962,59598,58520,58436,59054,58487,59733,60716,60771,59957,60790,60296,60380,53749,54953,56924,49971,51649,48479,56136,56155,56565,58476,56383,56196,53177,52079,50367,47647,49149,26456,11224,27408,59264,26369,18523,29436,37256,25798,38291,23594,36575,29578,38931,29593,21767,35984,25770,34333,27651,25377,52878,48359,46285,37892,40827,47678,43011,37863,46827,51394,48939,46908,48819,34151,47676,46210,64138,64144,64059,63992,63730,64178,64212,63910,64409,64005,64121,64105,64080,63923,63968,64080,64011,64072,64036,64509,64018,64118,64083,64023,63168,63905,63834,64173,64130,64072,63817,64136,63636,55388,54916,54965,55595,50182,55815.0,55953,55323,54465,49737,56670,54962,54406,54952,49936,51005,48410,49854,36346,52560,42134,54849,55741,55251,55260,53740,52823,60553,52714,53562,54822,54508,55165,40570,54725,64437,60651,61510,64421,48253,60823,60770,62061,62173,62011,60581,60050,60188,59899,59734,61216,59203,61036,59970,55103,26453,50255,31566,33302,27855,60609,60640,60775,61712,60329,57965,54663,59134,58890,51248,45250,15160,30413,45172,31572,58621,56636,56531,55287,61005,57349,58686,56351,53363,38243,60928,59480,59416,60645,59456,61271,63925,53204,58104,48681,58516,59050,58593,57267,54319,55254,59006,50017,50472,51486,60115,58932,58858,59347,56102,57634,58295,56137,58129,55324,64983,65101,63916,64009,64164,64971,64376,63923,64457,60010,61138,49765,53446,41322,44679,47556,49642,52356,50383,49183,51224,50420,54669,57969,54513,48293,48681,63402,61152,63711,63378,62006,63099,63405,63428,63685,63583,63616,63638,63636,63019,58736,63453,62118,63274,62577,63271,63158,63414,63879,63586,63432,63427,63619,63311,63367,62811,63152,63328,62966,62465,63269,63589,63370,62886,62738,161,185,116,0,17,0,0,242,499,70,218,250,264,0,0,0,0,446,368,0,1188,433,102,0,0,1104,1035,1195,497,322,64754,64661,64692,64635,64563,64769,64622,64634,64514,64864,64579,64533,64555,64490,59547,58624,61641,58797,56961,64527,61678,63619,59983,59286,61102,45372,60024,59350,52990,58931,54476,60113,60705,60311,38977,53366,45711,36636,41215,52982,51005,53484,52762,58948,59624,58042,49733,57990,40720,31161,38949,60172,47894,38931,63665,62353,63012,63441,60915,61417,53737,56497,55746,58750,58460,62244,62040,58997,54219
1553.1496062992126,46525,26790,42356,45902,45723,42119,45573,45015,44485,44666,40504,43520,48567,45927,45172,37528,61382,61271,61206,61202,61051,45112,45769,42981,42373,38699,61165,61153,61666,61011,60993,47441,42193,44501,44789,41715,61141,61184,61125,60906,61083,60791,58689,60425,60638,60506,60278,59751,60111,60180,60241,59935,53703,52863,36829,45399,43512,50824,54805,44096,55496,49961,62377,62626,48937,41452,42141,47935,44714,49587,48078,42390,34717,57121,41265,42213,47066,62321,62274,61980,62307,61803,33908,31409,27264,32970,30635,31157,32178,34170,42700,40967,36818,45609,46033,45309,29299,43714,48717,34851,32691,36226,34850,26701,36007,36122,33841,30678,26294,52140,45397,53051,52212,37905,52120,37806,34662,56262,52545,54565,55041,53949,54004,49069,53635,50472,47086,50674,42658,37976,55747,56918,57055,56943,58940,56740,56526,53400,52549,52934,51495,52023,51879,36055,34533,36428,37197,31783,32100,35375,35531,795,1084,1024,936,502,1045,782,911,772,776,796,775,944,987,977,1127,1019,768,792,915,891,959,1178,1097,948,1152,1280,1324,54943,56052,56024,55745,55625,55508,59149,59121,58951,58366,59049,55994,55849,55262,55200,54829,60139,60502,59071,59699,58540,58456,59044,58513,59721,60715,60783,59998,60792,60283,60393,54505,55487,57520,50598,52236,49213,56856,56823,57168,59177,57089,56951,53877,52800,51138,48364,49960,27126,11724,28193,58611,26881,19853,30475,37973,26944,39003,24697,37320,30590,39600,30485,22881,36807,26959,35122,28745,26536,53810,49127,47172,38682,41821,48469,44070,38792,47680,52247,49850,48021,49803,35334,48719,47159,64204,64212,64128,64063,63806,64238,64273,63985,64456,64078,64189,64172,64147,63990,64040,64142,64073,64127,64097,64558,64080,64169,64141,64081,63252,63970,63902,64221,64186,64138,63889,64193,63710,55337,54896,54998,55550,50138,55769.0,55856,55308,54514,49754,56599,54908,54428,54750,49856,50214,47068,48883,35451,51117,43039,55356,56231,55751,55755,54220,53322,59994,53220,54054,55333,55011,55650,40144,55241,64844,60898,61839,64770,48371,61131,61070,62373,62489,62320,60907,60363,60485,60219,60056,61227,58636,61049,60004,55318,26281,50405,31769,33414,27595,60929,60950,61090,62035,60652,58367,54655,59217,59056,51615,44596,14371,29742,44753,31225,59355,57345,57309,56505,61823,57506,58612,56418,52847,38044,61255,59786,59724,60967,59767,61274,64000,53321,58838,48948,58871,59381,59030,57512,54674,55437,59249,50226,50644,51843,59653,58459,58342,59029,55696,57403,58049,55771,57758,55020,65314,65458,64224,64314,64510,65269,64736,64303,64809,60222,61027,49834,53641,41508,44843,47893,49979,52877,50920,49603,51773,51066,54797,58057,54820,48601,49069,63384,61288,63660,63436,62089,63090,63181,63453,63761,63573,63560,63653,63696,63053,58868,63520,61941,63230,62388,63335,63194,63394,63715,63585,63300,63458,63682,63302,63408,62764,63181,63281,62901,62406,63186,63620,63319,62867,62652,0,0,0,104,0,0,15,0,0,0,0,0,0,68,288,647,249,0,0,90,0,0,0,142,68,4,0,21,0,0,64770,64695,64724,64672,64607,64804,64664,64671,64555,64904,64616,64570,64596,64537,60213,59345,62287,59393,57560,64573,61797,63670,60106,59399,60821,45437,59810,59347,53178,58944,53965,59971,60726,60226,38337,53209,45228,36083,40817,53246,51274,53669,52997,58916,59563,58131,48909,58036,36164,26846,38713,60246,47385,38766,63977,62253,63142,63689,61230,61756,53360,56162,55499,59014,55867,60070,60034,56579,51751
1556.2992125984251,47667,28645,43696,47111,47010,43603,46819,46269,45869,46045,42087,44860,49544,47121,46508,39313,61502,61407,61348,61346,61204,46318,46899,44474,43833,40357,61306,61303,61762,61172,61156,48469,43590,45783,46092,43263,61283,61322,61272,61064,61231,60968,58581,60334,60541,60445,60213,59784,60045,60125,60145,59886,54425,53335,38418,46736,44985,51989,55568,46007,56623,51520,62575,62816,50259,43131,43581,48737,46157,50892,49419,44112,36915,56565,43148,43675,48424,62407,62516,62308,62591,62175,35857,33598,29530,34957,32834,33263,34283,36120,44177,42881,38655,46944,47312,46657,31420,45267,49608,36684,34526,37963,36690,29072,37755,37952,36046,32842,28895,52944,45849,53848,53003,39234,52924,39287,36567,56996,53372,55336,55818,54733,54805,50017,54341,51291,48060,51547,43959,39641,56682,57795,57927,57879,59690,57654,57497,54216,53402,53750,52361,52977,52879,37751,36322,38329,39011,33872,33979,37124,37324,2972,3754,3673,3502,2362,3637,2888,3348,2841,2953,3016,2960,3234,3390,3392,3757,3565,2949,2952,3215,3283,3422,3951,3901,3372,4059,4312,4638,56011,57263,57225,56967,56880,56758,60176,60134,60004,59456,60095,57295,57169,56669,56616,56299,60098,60393,59128,59723,58489,58415,58946,58475,59583,60592,60674,59949,60673,60143,60300,55449,56192,58093,51594,53150,50471,57870,57811,58097,60037,58137,57976,55024,53990,52435,49821,51356,29537,14536,30670,58323,29258,22993,32289,39389,28832,40412,26814,38726,32386,40945,32322,25306,38337,28933,36691,30639,28673,55164,50671,48763,40660,43838,50079,45988,40907,49353,53695,51459,49813,51456,37895,50498,49007,64204,64216,64133,64073,63830,64233,64264,64004,64429,64091,64192,64174,64152,63996,64054,64142,64074,64118,64096,64534,64082,64147,64134,64076,63293,63976,63915,64201,64180,64139,63907,64183,63733,55435,55038,55286,55742,50552,55898.0,55923,55534,54814,50290,56685,55038,54691,54800,50364,49345,45481,47705,34803,49508,44445,56079,56935,56475,56474,54956,54080,59708,53986,54811,56073,55743,56355,40839,55992,65036,60960,62000,64902,48566,61332,61256,62575,62694,62514,61146,60584,60696,60450,60296,61089,58162,60973,60032,55591,26544,50572,32457,33871,27840,61145,61150,61298,62251,60878,58660,54832,59211,58958,52160,44252,14674,29701,44729,31553,59773,57938,57941,57480,62302,57562,58401,56546,51827,38628,61495,60008,59947,61205,59998,61236,63934,53699,59468,49742,59221,59652,59415,57827,55176,55767,59410,50721,51063,52556,59110,57969,57789,58761,55455,57250,57863,55526,57426,54935,65382,65535,64382,64471,64703,65305,64904,64545,64975,60617,60829,50122,54005,42228,45464,48649,50725,53576,51716,50234,52562,51951,55036,58346,55281,49222,49850,63420,61608,63639,63580,62347,63166,62954,63541,63881,63610,63512,63688,63790,63183,59267,63657,61904,63255,62307,63464,63318,63425,63494,63622,63168,63555,63802,63366,63529,62822,63283,63286,62917,62474,63134,63683,63292,62950,62669,284,433,602,950,1217,535,629,366,215,657,613,536,958,1094,2082,1764,1966,946,1211,1464,141,617,841,1256,1310,0,158,0,153,369,64681,64637,64659,64619,64562,64745,64614,64617,64513,64853,64564,64521,64548,64500,61080,60322,63014,60264,58566,64532,61885,63602,60267,59696,60779,45732,59805,59516,53797,59020,53827,59875,60776,60232,38237,53234,45153,36306,41167,53581,51650,53838,53334,58742,59368,58114,48449,57960,31279,23175,39349,60280,47494,39505,64377,62308,63451,64075,61868,62322,53636,56217,55679,59730,52971,57320,57469,53763,49390
1559.4488188976377,49123,31036,45509,48625,48619,45545,48397,47861,47643,47784,44198,46628,50741,48618,48190,41697,61598,61524,61473,61475,61346,48121,48598,46647,45977,42887,61432,61439,61828,61321,61310,50021,45676,47726,48018,45541,61408,61446,61406,61214,61364,61143,58429,60231,60431,60364,60144,59809,59968,60054,60034,59836,55462,54202,40572,48608,47216,53546,56473,48377,57928,53436,62715,62942,51907,45378,45732,50146,48108,52520,51107,46416,39995,56322,45526,45526,50061,62613,62912,62802,63029,62718,38609,36707,32740,37772,35930,36238,37170,39019,46151,45386,41176,48688,48973,48405,34249,47305,51568,39360,37286,40464,39363,32589,40303,40595,39195,35989,32703,53941,46981,54836,53991,41546,53925,41730,39579,57885,54380,56274,56767,55690,55791,51429,55307,52490,49555,52798,46014,42174,57814,58821,58950,58954,60506,58723,58618,55322,54561,54859,53549,54250,54215,40270,38984,41060,41669,36965,36800,39736,39919,6313,7698,7653,7412,5379,7518,6095,7024,5993,6288,6409,6315,6622,6947,6980,7586,7354,6304,6249,6631,6909,7119,8005,8092,7015,8384,8745,9544,57357,58797,58750,58519,58476,58346,61383,61337,61251,60773,61336,58890,58793,58403,58345,58084,60046,60253,59212,59746,58461,58404,58860,58466,59415,60445,60537,59898,60529,59974,60192,56558,57062,58681,52919,54355,52163,59095,59028,59263,61000,59421,59194,56503,55538,54142,51846,53202,33303,19198,34458,58326,33082,27535,34746,41390,31339,42400,29768,40687,34831,42854,34935,28794,40449,31551,38909,33195,31609,56823,52798,50894,43557,46641,52307,48549,43945,51633,55570,53576,52089,53594,41502,52812,51518,64181,64195,64116,64064,63841,64204,64228,64006,64371,64083,64172,64152,64137,63983,64049,64121,64055,64086,64073,64479,64064,64097,64105,64050,63331,63966,63912,64156,64152,64118,63908,64149,63743,55666,55323,55783,56128,51341,56179.0,56137,55957,55315,51247,56907,55325,55153,55070,51354,48517,43835,46495,34508,47909,46232,56946,57779,57347,57342,55862,55012,59665,54929,55746,56966,56630,57207,42481,56901,65064,60886,62038,64862,48845,61461,61365,62704,62825,62633,61329,60744,60852,60622,60482,60876,57818,60862,60091,55955,27300,50778,33649,34716,28641,61290,61277,61431,62393,61041,58890,55194,59171,58696,52895,44265,16053,30325,45119,32548,59964,58456,58478,58269,62523,57587,58141,56761,50475,39931,61675,60174,60115,61387,60175,61204,63775,54342,60032,51005,59587,59905,59778,58231,55835,56249,59539,51469,51716,53580,58566,57528,57272,58579,55407,57198,57765,55430,57181,55080,65241,65384,64423,64510,64776,65133,64914,64675,64993,61167,60629,50636,54542,43446,46517,49782,51828,54427,52730,51064,53556,53031,55406,58820,55889,50141,50965,63502,62076,63649,63788,62740,63309,62733,63676,64032,63681,63473,63737,63909,63390,59873,63848,61983,63332,62317,63640,63503,63490,63229,63684,63033,63696,63959,63479,63706,62961,63436,63326,62992,62646,63103,63765,63279,63108,62762,1024,1452,1860,2459,3489,1594,1828,1315,1138,1984,2011,1843,3027,3021,5153,3410,4935,3152,3808,3957,1546,2210,2575,3250,3604,1065,1443,1069,986,1444,64539,64534,64547,64525,64477,64639,64522,64520,64432,64757,64470,64432,64461,64424,62065,61457,63759,61316,59854,64452,61980,63474,60496,60165,60964,46250,60007,59854,54792,59191,54062,59866,60887,60351,38716,53482,45516,37272,42238,54049,52202,54091,53826,58531,59146,58065,48372,57851,26479,20430,40796,60323,48177,41044,64804,62477,63880,64533,62714,63033,54418,56608,56216,60769,49918,54201,54528,50693,47186
1562.5984251968505,50797,33818,47644,50348,50438,47794,50204,49686,49675,49758,46666,48686,52098,50325,50104,44479,61743,61692,61650,61654,61543,50384,50743,49320,48636,46060,61611,61628,61937,61527,61520,51988,48286,50170,50411,48359,61587,61622,61593,61422,61552,61377,58331,60225,60416,60364,60176,59915,59985,60071,60015,59889,56739,55380,43183,50862,49974,55369,57496,51043,59333,55568,62840,63049,53779,48031,48394,52027,50412,54367,53039,49123,43670,56295,48230,47675,51899,62890,63399,63389,63554,63354,41911,40432,36605,41158,39630,39820,40573,42546,48465,48264,44169,50704,50886,50412,37549,49650,54228,42571,40643,43448,42575,36848,43370,43749,42916,39779,37261,55025,48611,55904,55073,44530,55017,44824,43303,58829,55474,57281,57783,56722,56859,53182,56482,53993,51459,54333,48601,45315,59081,59946,60071,60115,61366,59891,59833,56650,55956,56196,54986,55763,55799,43388,42282,44359,44913,40777,40301,42963,43094,10522,12503,12569,12284,9280,12342,10109,11560,9946,10456,10648,10523,10777,11307,11394,12215,12009,10511,10377,10808,11414,11688,12927,13245,11535,13680,14114,15517,58757,60409,60352,60151,60160,60023,62631,62585,62541,62158,62621,60597,60533,60262,60191,59988,60081,60188,59412,59854,58568,58531,58906,58594,59331,60388,60484,59951,60473,59888,60182,57801,58082,59327,54512,55797,54169,60421,60357,60550,61993,60807,60502,58167,57299,56103,54216,55324,37925,25100,39058,58522,37814,32952,37668,43817,34298,44807,33320,43064,37742,45177,38098,33012,42974,34620,41602,36229,35106,58638,55256,53347,47027,49918,54889,51476,47560,54250,57654,55954,54602,55977,45726,55403,54390,64182,64199,64123,64083,63884,64199,64214,64038,64333,64102,64177,64154,64147,63998,64072,64128,64062,64082,64078,64442,64073,64071,64103,64051,63411,63985,63940,64136,64150,64123,63941,64141,63787,56010,55729,56427,56660,52393,56628.0,56477,56518,55956,52492,57236,55737,55762,55520,52686,47877,42367,45471,34686,46542,48246,57869,58669,58271,58267,56832,56014,59819,55943,56748,57916,57578,58110,44837,57871,64989,60741,62008,64708,49213,61564,61447,62807,62932,62725,61493,60882,60993,60774,60650,60680,57647,60781,60223,56447,28613,51050,35363,35998,30053,61409,61376,61533,62509,61181,59112,55742,59162,58401,53828,44693,18475,31648,45939,34191,60041,58950,58987,58946,62588,57668,57941,57100,49019,41860,61833,60320,60264,61552,60335,61237,63580,55246,60576,52654,59994,60191,60155,58743,56657,56889,59698,52428,52588,54849,58116,57215,56879,58529,55586,57270,57784,55517,57079,55464,64956,65076,64389,64469,64769,64823,64813,64725,64911,61828,60527,51380,55256,45112,47967,51231,53214,55393,53905,52073,54704,54247,55928,59458,56633,51329,52339,63622,62640,63692,64033,63218,63496,62532,63839,64195,63768,63446,63791,64038,63654,60612,64073,62146,63441,62396,63841,63716,63565,62945,63752,62893,63852,64127,63611,63911,63149,63611,63383,63097,62889,63080,63849,63268,63307,62898,2224,3001,3681,4521,6568,3151,3587,2803,2744,3899,4123,3892,6048,5763,9192,5643,8866,6429,7524,7339,4108,4665,5119,5994,6775,3153,3754,3138,2527,3230,64409,64445,64448,64446,64408,64545,64444,64437,64369,64673,64393,64362,64389,64366,63066,62625,64448,62428,61267,64387,62126,63356,60819,60787,61352,46980,60410,60350,56085,59495,54657,59992,61091,60605,39809,53997,46345,38927,43979,54723,53006,54542,54532,58409,59025,58074,48691,57815,22286,18947,42958,60431,49368,43234,65184,62710,64356,64978,63629,63788,55515,57263,57017,61968,46902,50980,51448,47564,45205
1565.748031496063,52586,36832,49937,52176,52349,50182,52126,51629,51823,51831,49306,50881,53554,52140,52124,47439,62000,61971,61939,61946,61853,52940,53182,52282,51605,49606,61902,61929,62158,61844,61842,54232,51224,52921,53085,51493,61879,61911,61892,61746,61853,61725,58374,60412,60594,60535,60405,60183,60193,60269,60184,60134,58166,56770,46121,53320,52996,57318,58606,53824,60753,57756,62995,63186,55759,50904,51340,54216,52897,56318,55098,52031,47623,56374,51074,50019,53848,63186,63908,63992,64100,64001,45482,44437,40796,44829,43610,43709,44196,46347,50943,51277,47396,52839,52905,52523,41062,52105,57181,45984,44240,46612,46002,41406,46652,47086,46808,43842,42074,56089,50533,56940,56138,47839,56088,48224,47311,59726,56555,58256,58761,57727,57902,55133,57801,55700,53636,56041,51470,48769,60407,61110,61228,61298,62237,61094,61074,58119,57500,57679,56588,57417,57525,46845,45941,47934,48454,44979,44187,46519,46599,15262,17717,17979,17687,13754,17717,14597,16533,14378,15095,15362,15226,15334,16087,16242,17204,17111,15209,14987,15357,16399,16726,18258,18885,16547,19451,19904,21972,59993,61852,61786,61615,61679,61535,63771,63732,63722,63444,63793,62227,62194,62035,61954,61805,60290,60299,59807,60127,58908,58893,59187,58953,59433,60527,60617,60199,60609,59992,60367,59132,59224,60066,56294,57404,56343,61734,61675,61838,62942,62156,61791,59857,59116,58149,56690,57531,42866,31578,43933,58801,42868,38669,40853,46490,37518,47450,37201,45692,40913,47738,41555,37587,45724,37926,44566,39528,38897,60446,57777,55888,50691,53332,57543,54469,51375,56916,59721,58333,57092,58355,50106,58000,57301,64249,64267,64199,64169,63998,64261,64267,64138,64360,64188,64248,64223,64224,64084,64162,64201,64140,64148,64151,64468,64152,64116,64170,64123,63571,64074,64040,64186,64217,64195,64044,64202,63904,56447,56231,57155,57283,53591,57077.0,56923,57156,56673,53887,57644,56242,56460,56106,54203,47574,41323,44850,35447,45630,50319,58756,59510,59151,59150,57759,56978,60122,56922,57706,58825,58490,58968,47640,58803,64879,60589,61968,64502,49669,61689,61550,62934,63062,62841,61677,61036,61157,60943,60835,60593,57687,60799,60471,57103,30538,51413,37596,37756,32114,61546,61496,61648,62642,61341,59387,56468,59254,58208,54960,45574,21868,33684,47185,36442,60125,59474,59531,59586,62605,57893,57913,57591,47696,44296,62006,60484,60431,61739,60511,61392,63410,56395,61145,54584,60468,60557,60584,59380,57640,57689,59950,53550,53653,56290,57854,57106,56697,58651,56011,57486,57947,55812,57172,56085,64600,64684,64323,64386,64721,64450,64650,64727,64778,62553,60616,52351,56139,47155,49755,52919,54793,56430,55176,53232,55945,55530,56618,60228,57495,52744,53880,63770,63246,63769,64285,63727,63704,62362,64007,64349,63853,63435,63845,64164,63948,61402,64313,62358,63561,62517,64043,63923,63627,62666,63812,62747,63996,64281,63732,64116,63354,63778,63437,63205,63171,63054,63915,63248,63512,63042,3877,5010,5951,7009,10171,5168,5860,4769,4980,6295,6848,6624,9820,9201,13842,8500,13422,10550,12044,11345,7689,7833,8357,9329,10613,6186,6958,6081,4777,5705,64349,64423,64416,64434,64405,64515,64431,64421,64373,64649,64383,64361,64384,64375,63979,63699,65005,63478,62637,64389,62360,63315,61261,61527,61908,47900,60994,60986,57581,59959,55584,60290,61415,61006,41528,54810,47650,41189,46303,55659,54119,55290,55488,58490,59125,58218,49397,57952,19223,19025,45701,60653,50975,45892,65445,62958,64806,65330,64468,64484,56733,58103,57983,63155,44125,47949,48483,44587,43509
