Wavelength (nm),HDPE,HDPE.01,HDPE.02,LDPE,LDPE.01,LDPE.02,LDPE.03,LDPE.04,PMMA,PMMA.01,PMMA.02,PVC,PVC.01,PVC.02,PA6,PA6.01,PA6.02,PA66,PA66.01,PA66.02,PC,PC.01,PC.02,ABS,ABS.01,ABS.02,PP,PP.01,PP.02,PET,PET.01,PET.02,PS,PS.01,PS.02,HDPE.26,HDPE.1,HDPE.2,HDPE.3,HDPE.4,HDPE.5,HDPE.6,HDPE.7,HDPE.8,HDPE.9,HDPE.10,HDPE.11,HDPE.15,HDPE.16,HDPE.17,HDPE.18,HDPE.19,LDPE.5,LDPE.6,LDPE.7,LDPE.8,LDPE.9,HDPE.20,HDPE.21,HDPE.22,HDPE.23,HDPE.24,LDPE.10,LDPE.11,LDPE.12,LDPE.13,LDPE.14,PMMA.3,PMMA.4,PMMA.5,PMMA.6,PMMA.7,PMMA.8,PMMA.9,PMMA.10,PMMA.11,PMMA.12,PMMA.13,PMMA.14,PMMA.15,PMMA.16,PMMA.17,PMMA.18,PMMA.19,PMMA.20,PMMA.21,PMMA.22,PMMA.23,PMMA.24,PMMA.25,PMMA.26,PMMA.27,PMMA.28,PMMA.29,PMMA.30,PMMA.31,PMMA.32,PMMA.33,PMMA.34,PMMA.35,PMMA.36,PMMA.37,PMMA.38,PMMA.39,PMMA.40,PMMA.41,PMMA.42,PMMA.43,PMMA.44,PMMA.45,PMMA.46,PMMA.47,PMMA.48,PMMA.49,PMMA.50,PMMA.51,PMMA.52,PMMA.53,PMMA.54,PMMA.55,PMMA.56,PMMA.57,PMMA.58,PMMA.59,PMMA.60,PMMA.61,PMMA.62,PMMA.63,PMMA.64,PMMA.65,PMMA.66,PMMA.67,PMMA.68,PMMA.69,PMMA.70,PMMA.71,PMMA.72,PMMA.73,PMMA.74,PMMA.75,PMMA.76,PMMA.77,PMMA.78,PMMA.79,PMMA.80,PMMA.81,PMMA.82,PMMA.83,PMMA.84,PMMA.85,PMMA.86,PMMA.87,PMMA.88,PMMA.89,PMMA.90,PMMA.91,PMMA.92,PMMA.93,PMMA.94,PMMA.95,PMMA.96,PMMA.97,PMMA.98,PMMA.99,PMMA.100,PMMA.101,PMMA.102,PMMA.103,PMMA.104,PMMA.105,PMMA.106,PMMA.107,PMMA.108,PMMA.109,PMMA.110,PMMA.111,PMMA.112,PMMA.113,PMMA.114,PVC.3,PVC.4,PVC.5,PVC.6,PVC.7,PVC.8,PVC.9,PVC.10,PVC.11,PVC.12,PVC.13,PVC.14,PVC.15,PVC.16,PVC.17,PVC.18,PVC.19,PVC.20,PVC.21,PVC.22,PVC.23,PVC.24,PVC.25,PVC.26,PVC.27,PVC.28,PVC.29,PVC.30,PVC.31,PVC.32,PVC.33,PVC.34,PVC.35,PVC.36,PVC.37,PVC.38,PVC.39,PVC.40,PVC.41,PVC.42,PVC.43,PVC.44,PVC.45,PVC.46,PVC.47,PVC.48,PVC.49,PVC.50,PVC.51,PVC.52,PVC.53,PVC.54,PVC.55,PVC.56,PVC.57,PVC.58,PVC.59,PVC.60,PVC.61,PVC.62,PVC.63,PVC.64,PVC.65,PVC.66,PVC.67,PVC.68,PVC.69,PA6.3,PA6.4,PA6.5,PA6.6,PA6.7,PA6.8,PA6.9,PA66.3,PA66.4,PA66.5,PA66.6,PA66.7,PA66.8,PA66.9,PA66.10,PA66.11,PA66.12,PA66.13,PA66.14,PA66.15,PA66.16,PA66.17,PA66.18,PA66.19,PC.3,PC.4,PC.5,PC.6,PC.7,PC.8,PC.9,PC.10,PC.11,PC.12,PC.13,ABS.3,ABS.4,PP.25,PP.3,PP.4,PP.5,PP.6,PP.7,PP.8,PP.9,PP.10,PP.11,PP.12,PP.13,PP.14,PP.15,PP.16,PP.17,PP.18,PP.19,PP.20,PP.21,PP.22,PP.23,PP.24,PET.3,PET.4,PET.5,PET.6,PET.7,PET.8,PET.9,PET.10,PET.11,PET.12,PET.13,PET.14,PET.15,PET.16,PET.17,PS.3,PS.4,PS.5,PS.6,PS.7,PS.8,PS.9,PS.10,PS.11,PS.12,PS.13,PS.14
1767.3228346456692,6749,8401,7632,13524,16388,12781,10857,16736,20891,26823,25143,65528,64990,64914,24376,27131,28987,38790,38580,52038,47495,47068,47452,13140,12177,16066,12128,9836,10130,47715,47461,48702,20849,25989,22903,6800,6117,7626,6726,7044,8042,7231,7242,7312,7443,6796,7482,65167,64533,64896,64711,62085,14119,14386,15763,14513,15061,19147,17600,12808,17243,18824,13958,14639,15515,12679,14094,25078,22603,37133,37079,36521,36562,36461,37174,37832,37091,37590,37743,29483,21491,28122,26363,28708,42885,26757,39484,29742,45306,65432,64813,65171,64147,63393,37077,36906,37232,36948,37274,30732,35510,30138,31396,33362,37101,54851,40946,34140,38806,22299,22971,26169,15321,22051,30316,30956,30792,30040,35608,37612,38405,38398,37964,38439,29945,21619,30147,19615,30994,31332,32120,29743,31617,30893,31741,30937,36744,34647,32151,31183,31844,32103,32187,32022,31972,31711,31601,32001,31950,65457,65535,65310,65527,65169,64993,64756,63286,65143,63970,23407,23458,24984,23696,23657,23692,23965,24351,24333,29087,65535,65394,65434,63836,65476,65290,65471,64929,65423,39620,65485,63465,8621,7907,10750,11113,6467,7950,7790,7932,9408,8275,7658,5942,6281,4660,7408,5089,8122,5824,8642,6244,6369,6262,7816,6138,6242,7177,7776,6381,5795,7010,7825,5901,6131,6293,7264,5105,6229,6366,8566,6710,7830,6966,7123,6402,6806,64807,64255,64669,65417,63993,63999,61065,63078,63959,64960,6143,5829,6431,5659,6230,5997,6308,5792,5878,6832,25593,35885,26447,28991,25232,24684,29554,40916,44527,24480,43489,64702,50910,42154,63851,39029,41947,37823,48459,63388,65518,63262,38993,37084,47119,47022,47208,47000,47055,47085,47223,47182,47022,47308,47036,17853,17184,47075,9871,10356,12079,25122,10680,10695,11197,9413,14553,10219,8955,10176,18620,14495,16644,19326,14685,65223,64244,64460,64869,64521,45796,56154,56502,51330,42472,53774,54902,63655,60434,62171,62181,47618,38722,42420,46092,21324,20903,20539,24997,27218,25611,21122,40708,30354,18130,20776,21133
1770.4724409448818,7260,9027,8257,13390,16300,12857,10865,16719,22193,28278,26647,65200,64297,64692,25969,28874,30333,38597,38673,51846,48496,48042,48431,13803,12787,16654,13080,10717,11046,48398,48331,49760,21067,26115,23078,7359,6584,8049,7312,7499,8554,7614,7869,7823,7972,7319,7954,64740,63712,63900,63672,60471,14413,15059,16469,15245,15767,19684,18141,13133,17786,19374,14716,15304,16238,12839,14834,26430,24060,38285,38233,37722,37760,37657,38355,38947,38267,38720,38864,30934,22259,29546,27921,30193,43661,28280,40513,30424,46222,65197,63986,64823,63206,61997,38232,38066,38390,38124,38415,32117,36952,31403,32645,34587,37948,55948,41603,35444,39989,23320,23977,27337,15846,23228,31722,32182,32400,32428,37042,38778,39492,39486,39113,39519,31439,22767,31302,20411,32110,32858,33672,31071,33150,32375,33395,32485,38416,36061,33800,32229,32968,33280,33413,33121,33035,32947,32775,33096,33070,65503,65324,65535,65394,64716,64604,65304,63129,64463,63512,24687,24762,26345,24985,24963,24917,25309,25689,25675,30571,65482,65051,65535,64498,65535,64817,65209,64590,65173,40587,65535,62699,9190,8743,11348,11641,7128,8656,8760,8843,10215,9203,8617,6434,6936,5298,7863,5578,9047,6421,9484,7033,7108,7036,8623,6896,7046,8008,8561,7141,6557,7788,8853,6685,6884,7100,8064,5814,6943,7130,9232,7454,8560,7766,7908,7132,7577,63797,63422,63836,65219,63296,62556,59370,62331,62992,64648,6893,6558,7233,6395,6920,6722,7037,6499,6584,7622,27184,37214,28236,30497,26822,26261,31283,40895,44368,24505,43673,63991,51186,42171,64129,38774,41732,37963,48231,63104,65535,63619,38879,37083,48097,48000,48187,47975,48029,48066,48174,48156,48000,48280,48018,18420,17793,48057,10881,11293,12860,26277,11480,11613,12072,10263,15272,11088,9782,11035,19204,15370,17319,19916,15769,64672,63765,63883,64137,64569,46757,56818,57112,52176,43588,54535,54499,64583,60704,62247,62115,48559,39944,43756,47376,21552,21011,20800,25068,27532,25287,21324,40443,30028,18228,20983,21118
1773.6220472440946,8053,9912,9197,13416,16329,13157,10974,16585,23444,29635,28078,64574,63514,64522,27837,30792,31811,38468,38872,51535,49406,48920,49313,14676,13610,17494,13969,11571,11923,49155,49280,50795,21484,26431,23419,8158,7343,8741,8207,8281,9323,8336,8789,8647,8786,8157,8691,64339,62960,62762,62466,59154,14969,16032,17490,16297,16783,20444,18912,13670,18561,20154,15795,16264,17268,13274,15887,27703,25421,39344,39291,38834,38869,38764,39448,39973,39351,39759,39896,32257,23008,30859,29384,31561,44266,29714,41337,31038,46843,64960,62975,64422,62171,60593,39292,39131,39452,39208,39461,33384,38230,32569,33772,35698,38721,56701,42295,36718,40937,24305,24918,28461,16411,24354,32981,33299,33851,34732,38379,39859,40494,40488,40177,40515,32809,23881,32325,21216,33180,34277,35068,32278,34564,33747,34953,33883,39985,37367,35323,33200,34021,34353,34541,34114,34014,34081,33881,34052,34079,65535,64869,65495,65157,64194,64096,65535,62672,63711,63153,25892,25993,27611,26208,26190,26051,26570,26958,26942,31986,65268,64630,65457,65022,65333,64242,64851,64356,64872,41550,65352,61927,9902,9647,12078,12233,7934,9524,9890,9909,11194,10289,9719,7038,7658,6032,8390,6177,10136,7193,10528,8000,8039,7986,9585,7837,8033,9014,9518,8079,7499,8755,10136,7653,7810,8085,9029,6692,7852,8062,10067,8368,9445,8739,8864,8042,8534,62579,62491,62881,64990,62704,60961,57753,61769,61955,64353,7819,7476,8214,7304,7790,7619,7952,7377,7457,8583,29111,38708,30282,32057,28541,27947,33128,40934,44333,24705,43918,63225,51568,42254,64449,38586,41608,38394,47980,62921,65430,63998,38869,37086,48983,48885,49072,48858,48909,48954,49029,49035,48884,49159,48906,19268,18681,48945,11865,12191,13554,27326,12217,12476,12915,11078,15962,11955,10583,11850,19675,16214,17949,20438,16783,63988,63416,63395,63363,64690,47865,57487,57716,53020,44770,55305,54387,65075,61065,62496,62022,49426,41153,45043,48730,22000,21359,21268,25602,27951,25224,21734,40309,29961,18334,21342,21169
1776.7716535433071,9134,11061,10456,13775,16713,13842,11337,16557,24674,30920,29456,63690,62773,64387,29882,32801,33383,38443,39136,51187,50286,49769,50162,15769,14651,18568,14844,12440,12802,50094,50385,51873,22134,27014,23985,9202,8400,9728,9409,9400,10360,9414,9988,9781,9886,9311,9706,64092,62463,61713,61287,58356,15920,17368,18889,17718,18168,21570,20047,14548,19699,21303,17235,17587,18666,14110,17302,28919,26720,40369,40315,39915,39946,39839,40514,40975,40406,40769,40901,33501,23832,32101,30769,32828,44778,31071,42047,31664,47290,64820,61894,63996,61124,59362,40315,40158,40475,40261,40474,34575,39394,33696,34839,36780,39543,57225,43136,38023,41699,25291,25839,29574,17060,25442,34144,34373,35154,36939,39675,40917,41476,41469,41219,41491,34059,24977,33271,22070,34259,35619,36343,33415,35898,35054,36431,35167,41438,38616,36735,34195,35090,35410,35645,35098,35000,35177,34992,34969,35066,65521,64173,65212,64831,63677,63614,65485,62013,63073,63046,27047,27174,28806,27391,27366,27133,27766,28180,28156,33355,64878,64234,65266,65382,64949,63676,64493,64278,64596,42571,64954,61182,10749,10594,12959,12923,8865,10537,11152,11105,12331,11511,10926,7762,8438,6843,9026,6876,11356,8113,11749,9120,9142,9090,10683,8937,9174,10174,10628,9170,8593,9885,11624,8774,8887,9217,10139,7713,8933,9142,11069,9436,10474,9864,9969,9114,9657,61342,61510,61902,64743,62291,59443,56330,61428,60906,64087,8893,8554,9342,8359,8818,8666,9026,8404,8466,9686,31264,40275,32469,33614,30301,29692,34982,41027,44440,25158,44207,62508,52043,42392,64793,38517,41601,39055,47723,62936,65243,64391,38998,37133,49842,49743,49930,49712,49760,49813,49851,49885,49741,50010,49768,20377,19822,49806,12852,13085,14221,28355,12938,13302,13763,11894,16684,12857,11394,12650,20181,17091,18625,20988,17783,63277,63244,63115,62704,64894,49192,58168,58315,53890,46071,56103,54814,65287,61572,62950,62019,50333,42400,46342,50184,22702,21986,21975,26639,28511,25574,22379,40473,30279,18539,21890,21370
1779.9212598425197,10450,12425,11980,14571,17605,14993,12053,16823,25905,32163,30803,62599,62165,64250,31987,34806,34995,38535,39414,50868,51189,50641,51035,17049,15879,19817,15752,13358,13722,51259,51659,53013,23008,27884,24787,10443,9704,10979,10857,10803,11625,10798,11400,11161,11212,10724,10958,64074,62341,60932,60293,58173,17312,19059,20648,19482,19907,23117,21594,15818,21246,22869,19004,19268,20415,15389,19054,30105,27994,41410,41356,41014,41043,40934,41602,42003,41485,41802,41929,34714,24816,33307,32093,34009,45265,32369,42733,32365,47678,64826,60854,63556,60127,58431,41352,41200,41513,41334,41504,35729,40491,34837,35896,37900,40513,57642,44183,39397,42327,26312,26782,30703,17829,26506,35260,35462,36326,39042,40974,42000,42488,42479,42290,42499,35205,26070,34197,22998,35390,36910,37539,34532,37188,36335,37844,36373,42761,39845,38057,35295,36242,36524,36785,36159,36066,36287,36166,35936,36110,65410,63255,64711,64417,63217,63260,65200,61246,62666,63262,28175,28324,29955,28555,28519,28201,28918,29377,29342,34694,64300,63926,65003,65535,64468,63198,64208,64357,64395,43680,64357,60479,11699,11558,13987,13733,9892,11663,12504,12389,13593,12829,12193,8599,9263,7710,9800,7655,12658,9134,13099,10349,10373,10305,11882,10152,10422,11447,11847,10369,9793,11131,13233,10001,10077,10449,11353,8833,10144,10328,12212,10620,11616,11098,11180,10313,10904,60252,60509,60978,64460,62081,58185,55171,61284,59878,63833,10069,9745,10571,9514,9958,9820,10209,9537,9567,10885,33504,41812,34663,35113,32019,31447,36740,41146,44677,25908,44513,61930,52559,42555,65125,38591,41710,39842,47466,63189,64992,64777,39262,37245,50727,50628,50811,50591,50635,50698,50697,50758,50625,50887,50655,21687,21150,50691,13864,14008,14919,29427,13689,14113,14646,12746,17486,13823,12245,13465,20850,18052,19421,21641,18816,62632,63260,63113,62276,65151,50747,58851,58892,54789,47490,56924,55895,65366,62235,63575,62194,51359,43713,47687,51726,23646,22882,22910,28125,29220,26407,23244,41036,31037,18910,22627,21771
1783.0708661417325,11905,13913,13657,15815,19042,16590,13146,17501,27156,33397,32137,61361,61731,64057,34036,36711,36591,38728,39653,50614,52142,51567,51962,18455,17231,21159,16724,14347,14709,52619,53053,54187,24060,29009,25797,11798,11159,12406,12437,12380,13029,12378,12911,12674,12663,12290,12355,64294,62622,60516,59578,58565,19102,21022,22675,21492,21910,25043,23507,17442,23155,24802,21004,21226,22424,17061,21049,31283,29278,42508,42455,42170,42196,42086,42749,43095,42623,42896,43019,35936,26023,34505,33371,35122,45780,33636,43467,33180,48103,64965,59939,63090,59219,57844,42443,42298,42606,42465,42591,36881,41562,36029,36988,39104,41690,58065,45436,40854,42874,27391,27784,31869,18739,27565,36372,36607,37395,41034,42299,43143,43568,43555,43425,43575,36272,27169,35153,24013,36595,38173,38699,35671,38465,37620,39205,37541,43949,41080,39311,36554,37521,37746,38003,37353,37263,37454,37439,37024,37269,65137,62149,64020,63912,62832,63072,64729,60446,62528,63772,29301,29465,31086,29721,29673,29290,30051,30570,30521,36017,63537,63720,64679,65436,63963,62840,64026,64548,64283,44868,63575,59816,12713,12523,15136,14663,10977,12858,13896,13715,14928,14197,13470,9531,10120,8607,10722,8490,13987,10196,14511,11633,11675,11577,13132,11427,11718,12779,13124,11621,11046,12435,14862,11276,11329,11722,12619,10002,11428,11567,13451,11870,12824,12387,12443,11584,12218,59423,59496,60151,64086,62047,57290,54295,61265,58872,63552,11292,10989,11843,10712,11155,11029,11441,10724,10704,12126,35686,43224,36734,36517,33627,33162,38317,41250,45009,26959,44801,61553,53035,42706,65391,38798,41899,40631,47206,63658,64675,65124,39617,37415,51666,51567,51746,51523,51564,51636,51595,51683,51564,51819,51596,23106,22573,51631,14916,14980,15692,30574,14503,14928,15582,13656,18397,14865,13157,14311,21757,19117,20373,22428,19905,62117,63436,63399,62138,65394,52472,59509,59420,55693,48974,57738,57591,65416,63018,64279,62587,52531,45084,49071,53305,24779,23990,24025,29921,30059,27707,24278,42013,32204,19476,23520,22385
1786.2204724409448,13372,15402,15345,17426,20934,18515,14553,18612,28440,34653,33478,60038,61451,63755,35932,38434,38113,38982,39807,50430,53141,52543,52942,19903,18623,22502,17769,15405,15765,54084,54463,55327,25215,30307,26949,13157,12636,13885,14007,13987,14449,14003,14389,14178,14109,13868,13776,64692,63229,60462,59156,59360,21164,23116,24821,23599,24032,27217,25656,19302,25297,26970,23086,23322,24546,18990,23142,32478,30599,43691,43641,43408,43432,43323,43976,44277,43845,44076,44196,37200,27484,35718,34617,36188,46358,34903,44300,34124,48628,65162,59198,62570,58405,57559,43617,43481,43785,43680,43765,38058,42644,37294,38144,40410,43097,58583,46846,42388,43401,28549,28875,33090,19799,28641,37515,37832,38399,42917,43662,44364,44735,44718,44642,44740,37299,28284,36182,25112,37878,39426,39865,36866,39752,38924,40530,38705,45015,42332,40525,37993,38942,39102,39319,38711,38614,38707,38825,38276,38581,64639,60913,63172,63309,62505,63022,64113,59661,62605,64455,30449,30616,32225,30910,30854,30428,31191,31779,31715,37335,62608,63574,64280,65050,63488,62587,63926,64766,64234,46089,62620,59173,13741,13478,16357,15699,12086,14076,15280,15037,16283,15568,14717,10532,10996,9518,11784,9358,15288,11243,15915,12916,12985,12851,14384,12704,13004,14116,14399,12870,12298,13740,16409,12545,12592,12984,13884,11172,12721,12806,14731,13132,14044,13674,13701,12874,13538,58898,58455,59426,63548,62112,56757,53666,61261,57862,63189,12509,12226,13102,11899,12354,12238,12660,11914,11823,13355,37684,44439,38577,37805,35082,34797,39661,41287,45382,28269,45033,61401,53376,42806,65535,39099,42107,41295,46933,64262,64270,65391,39985,37612,52656,52557,52730,52505,52543,52625,52541,52658,52554,52802,52587,24530,23990,52620,16004,16003,16559,31788,15389,15756,16569,14627,19415,15972,14130,15191,22908,20275,21472,23336,21039,61760,63711,63916,62277,65535,54252,60102,59868,56556,50427,58501,59711,65481,63847,64934,63182,53820,46473,50455,54837,26016,25218,25241,31837,30985,29370,25406,43325,33666,20223,24504,23180
1789.3700787401574,14714,16765,16889,19237,23083,20566,16137,20083,29764,35962,34843,58686,61255,63302,37604,39915,39515,39236,39846,50290,54147,53534,53941,21302,19968,23756,18866,16508,16868,55516,55754,56342,26380,31665,28154,14404,13997,15275,15416,15469,15752,15504,15699,15525,15415,15310,15087,65142,63992,60669,58963,60291,23313,25171,26908,25630,26097,29447,27854,21219,27485,29181,25079,25382,26604,20983,25161,33713,31979,44978,44933,44744,44766,44661,45296,45561,45163,45356,45473,38528,29199,36967,35850,37238,47018,36211,45254,35193,49282,65295,58633,61946,57664,57459,44894,44772,45071,44996,45043,39285,43765,38640,39381,41818,44721,59250,48329,43978,43967,29797,30075,34376,21006,29759,38715,39145,39387,44702,45058,45672,46001,45979,45949,46005,38333,29424,37312,26286,39228,40689,41076,38142,41070,40257,41840,39896,45993,43603,41733,39605,40499,40599,40742,40237,40122,40065,40325,39714,40062,63862,59610,62199,62604,62190,63016,63385,58906,62771,65119,31642,31799,33400,32139,32082,31638,32368,33024,32946,38662,61545,63402,63767,64355,63068,62383,63840,64902,64185,47271,61505,58515,14738,14423,17592,16808,13188,15275,16616,16320,17604,16900,15908,11570,11880,10426,12957,10240,16520,12226,17251,14151,14252,14081,15593,13933,14231,15413,15625,14070,13506,14995,17790,13763,13822,14189,15099,12302,13972,14000,15997,14358,15228,14909,14907,14130,14813,58634,57353,58761,62765,62168,56483,53200,61145,56801,62685,13677,13408,14305,13031,13510,13401,13819,13063,12884,14532,39406,45421,40123,38978,36373,36316,40756,41206,45728,29750,45177,61461,53486,42815,65501,39430,42259,41723,46631,64873,63752,65535,40265,37783,53659,53562,53728,53501,53536,53626,53502,53645,53559,53800,53592,25859,25306,53624,17104,17059,17506,33023,16332,16593,17584,15639,20508,17108,15141,16089,24234,21477,22661,24300,22168,61551,64002,64549,62613,65474,55934,60589,60204,57320,51725,59157,61938,65535,64619,65395,63905,55151,47816,51766,56220,27255,26461,26465,33656,31942,31226,26542,44819,35243,21089,25492,24091
1792.5196850393702,15811,17884,18148,21029,25218,22497,17709,21754,31135,37352,36254,57351,61035,62670,39020,41125,40763,39422,39753,50148,55099,54479,54899,22573,21190,24857,19968,17606,17972,56766,56787,57141,27465,32956,29316,15435,15117,16439,16536,16687,16816,16727,16726,16590,16464,16482,16165,65481,64681,60960,58872,61046,25338,27014,28757,27417,27931,31517,29890,22987,29509,31220,26822,27230,28423,22818,26943,35010,33431,46380,46343,46186,46209,46109,46714,46953,46583,46746,46856,39937,31141,38268,37091,38306,47765,37604,46326,36366,50058,65212,58198,61164,56949,57376,46288,46183,46477,46420,46437,40584,44953,40070,40709,43313,46519,60082,49791,45600,44630,31143,31400,35741,22352,30949,39991,40540,40412,46408,46480,47067,47369,47341,47348,47371,39426,30600,38557,27524,40626,41981,42367,39518,42436,41623,43160,41142,46940,44894,42978,41364,42173,42227,42269,41915,41773,41542,41932,41337,41710,62778,58307,61135,61796,61816,62918,62561,58156,62851,65535,32899,33035,34637,33427,33378,32935,33611,34328,34236,40017,60394,63090,63094,63357,62696,62141,63665,64846,64045,48325,60243,57800,15662,15359,18779,17942,14262,16420,17878,17541,18847,18166,17031,12610,12763,11323,14192,11122,17658,13116,18473,15307,15437,15236,16725,15080,15370,16638,16766,15190,14642,16169,18950,14902,14988,15312,16233,13370,15140,15118,17203,15514,16337,16060,16030,15316,16003,58516,56146,58081,61664,62093,56280,52781,60794,55638,61985,14769,14505,15423,14082,14596,14486,14887,14143,13863,15632,40809,46173,41352,40054,37518,37699,41626,40966,45980,31280,45207,61679,53291,42706,65244,39714,42275,41837,46281,65344,63093,65510,40352,37861,54616,54518,54678,54449,54482,54580,54416,54586,54516,54753,54549,27017,26454,54580,18175,18110,18494,34201,17292,17421,18585,16648,21618,18215,16147,16968,25603,22645,23845,25225,23213,61437,64212,65142,63009,65126,57362,60932,60404,57928,52746,59658,63891,65495,65217,65535,64636,56413,49036,52918,57353,28399,27613,27603,35180,32870,33068,27610,46288,36725,21981,26390,25023
1795.6692913385828,16573,18674,19019,22571,27048,24058,19062,23407,32560,38845,37732,56060,60667,61855,40184,42064,41840,39471,39529,49948,55925,55306,55744,23661,22237,25770,21009,18637,19016,57701,57447,57655,28398,34066,30352,16172,15904,17275,17274,17536,17549,17553,17399,17287,17176,17288,16919,65535,65041,61120,58724,61325,27043,28501,30224,28826,29394,33225,31570,24410,31179,32890,28186,28721,29864,24287,28353,36393,34964,47902,47875,47738,47763,47669,48230,48454,48105,48246,48349,41437,33259,39641,38368,39433,48588,39125,47486,37613,50921,64762,57808,60165,56199,57129,47805,47720,48010,47956,47953,41976,46231,41580,42129,44875,48436,61051,51149,47236,45442,32593,32856,37194,23821,32240,41357,42004,41533,48064,47920,48549,48836,48805,48837,48839,40629,31828,39921,28818,42055,43329,43766,41006,43867,43028,44520,42465,47926,46208,44300,43231,43940,43969,43895,43720,43548,43149,43637,43129,43517,61379,57061,60009,60885,61307,62576,61647,57354,62659,65482,34243,34347,35962,34795,34762,34332,34950,35715,35607,41422,59197,62524,62211,62089,62343,61759,63281,64502,63714,49169,58853,56981,16488,16288,19861,19049,15291,17489,19052,18688,19985,19350,18089,13621,13636,12204,15431,11996,18699,13903,19560,16372,16522,16302,17763,16130,16408,17776,17806,16219,15697,17248,19870,15953,16076,16346,17271,14369,16207,16147,18316,16581,17349,17111,17058,16411,17090,58375,54792,57283,60193,61771,55911,52277,60107,54320,61050,15779,15506,16449,15044,15602,15480,15854,15139,14757,16647,41896,46732,42285,41059,38552,38932,42324,40541,46077,32720,45108,61970,52745,42463,64732,39872,42088,41598,45863,65535,62281,65273,40154,37781,55452,55355,55510,55277,55311,55413,55212,55409,55354,55588,55386,27961,27398,55417,19165,19104,19458,35231,18210,18211,19520,17596,22666,19220,17089,17780,26841,23685,24902,25993,24075,61339,64251,65524,63295,64431,58402,61112,60463,58339,53395,59970,65190,65245,65535,65260,65229,57491,50060,53829,58160,29369,28594,28582,36260,33716,34687,28553,47516,37907,22786,27112,25876
1798.818897637795,16955,19093,19450,23656,28316,25045,20010,24813,34046,40460,39300,54821,60038,60867,41128,42762,42747,39331,39187,49638,56557,55949,56408,24543,23091,26498,21916,19533,19932,58232,57672,57854,29136,34912,31204,16577,16308,17721,17594,17966,17905,17921,17691,17586,17517,17682,17301,65148,64847,60933,58358,60897,28276,29540,31224,29780,30397,34423,32752,25337,32353,34050,29102,29758,30840,25230,29314,37880,36578,49545,49528,49399,49426,49341,49843,50061,49726,49856,49949,43035,35488,41105,39711,40660,49464,40810,48689,38906,51821,63824,57353,58902,55350,56557,49447,49383,49670,49602,49590,43481,47622,43169,43640,46488,50412,62096,52353,48882,46444,34150,34445,38747,25396,33657,42822,43524,42799,49706,49377,50116,50402,50368,50411,50404,41985,33125,41395,30166,43500,44759,45293,42611,45379,44482,45949,43886,49028,47558,45743,45166,45778,45804,45620,45628,45424,44892,45434,45067,45463,59687,55903,58844,59872,60590,61849,60635,56412,62035,64791,35691,35756,37395,36260,36251,35834,36411,37205,37081,42903,57989,61613,61083,60612,61961,61137,62577,63809,63098,49743,57362,56019,17201,17206,20794,20073,16267,18467,20142,19766,21002,20448,19098,14574,14490,13068,16611,12857,19654,14593,20512,17349,17506,17282,18705,17084,17352,18828,18744,17163,16678,18235,20568,16924,17085,17299,18214,15307,17173,17092,19320,17557,18260,18065,17995,17411,18074,58017,53258,56260,58334,61116,55134,51559,59018,52811,59863,16713,16418,17391,15925,16535,16387,16729,16057,15578,17588,42712,47159,42979,42023,39522,40012,42919,39927,45978,33930,44876,62230,51845,42083,63945,39838,41655,41011,45364,65334,61318,64788,39608,37490,56102,56003,56155,55920,55955,56059,55822,56047,56002,56238,56036,28691,28143,56066,20016,19985,20327,36024,19020,18924,20329,18416,23569,20049,17901,18471,27765,24503,25708,26491,24657,61159,64040,65535,63298,63369,58970,61131,60390,58540,53629,60087,65535,64666,65491,64535,65535,58285,50834,54436,58597,30120,29358,29358,36818,34440,35910,29343,48315,38627,23401,27590,26555
