Wavelength (nm),HDPE,HDPE.01,HDPE.02,LDPE,LDPE.01,LDPE.02,LDPE.03,LDPE.04,PMMA,PMMA.01,PMMA.02,PVC,PVC.01,PVC.02,PA6,PA6.01,PA6.02,PA66,PA66.01,PA66.02,PC,PC.01,PC.02,ABS,ABS.01,ABS.02,PP,PP.01,PP.02,PET,PET.01,PET.02,PS,PS.01,PS.02,HDPE.26,HDPE.1,HDPE.2,HDPE.3,HDPE.4,HDPE.5,HDPE.6,HDPE.7,HDPE.8,HDPE.9,HDPE.10,HDPE.11,HDPE.15,HDPE.16,HDPE.17,HDPE.18,HDPE.19,LDPE.5,LDPE.6,LDPE.7,LDPE.8,LDPE.9,HDPE.20,HDPE.21,HDPE.22,HDPE.23,HDPE.24,LDPE.10,LDPE.11,LDPE.12,LDPE.13,LDPE.14,PMMA.3,PMMA.4,PMMA.5,PMMA.6,PMMA.7,PMMA.8,PMMA.9,PMMA.10,PMMA.11,PMMA.12,PMMA.13,PMMA.14,PMMA.15,PMMA.16,PMMA.17,PMMA.18,PMMA.19,PMMA.20,PMMA.21,PMMA.22,PMMA.23,PMMA.24,PMMA.25,PMMA.26,PMMA.27,PMMA.28,PMMA.29,PMMA.30,PMMA.31,PMMA.32,PMMA.33,PMMA.34,PMMA.35,PMMA.36,PMMA.37,PMMA.38,PMMA.39,PMMA.40,PMMA.41,PMMA.42,PMMA.43,PMMA.44,PMMA.45,PMMA.46,PMMA.47,PMMA.48,PMMA.49,PMMA.50,PMMA.51,PMMA.52,PMMA.53,PMMA.54,PMMA.55,PMMA.56,PMMA.57,PMMA.58,PMMA.59,PMMA.60,PMMA.61,PMMA.62,PMMA.63,PMMA.64,PMMA.65,PMMA.66,PMMA.67,PMMA.68,PMMA.69,PMMA.70,PMMA.71,PMMA.72,PMMA.73,PMMA.74,PMMA.75,PMMA.76,PMMA.77,PMMA.78,PMMA.79,PMMA.80,PMMA.81,PMMA.82,PMMA.83,PMMA.84,PMMA.85,PMMA.86,PMMA.87,PMMA.88,PMMA.89,PMMA.90,PMMA.91,PMMA.92,PMMA.93,PMMA.94,PMMA.95,PMMA.96,PMMA.97,PMMA.98,PMMA.99,PMMA.100,PMMA.101,PMMA.102,PMMA.103,PMMA.104,PMMA.105,PMMA.106,PMMA.107,PMMA.108,PMMA.109,PMMA.110,PMMA.111,PMMA.112,PMMA.113,PMMA.114,PVC.3,PVC.4,PVC.5,PVC.6,PVC.7,PVC.8,PVC.9,PVC.10,PVC.11,PVC.12,PVC.13,PVC.14,PVC.15,PVC.16,PVC.17,PVC.18,PVC.19,PVC.20,PVC.21,PVC.22,PVC.23,PVC.24,PVC.25,PVC.26,PVC.27,PVC.28,PVC.29,PVC.30,PVC.31,PVC.32,PVC.33,PVC.34,PVC.35,PVC.36,PVC.37,PVC.38,PVC.39,PVC.40,PVC.41,PVC.42,PVC.43,PVC.44,PVC.45,PVC.46,PVC.47,PVC.48,PVC.49,PVC.50,PVC.51,PVC.52,PVC.53,PVC.54,PVC.55,PVC.56,PVC.57,PVC.58,PVC.59,PVC.60,PVC.61,PVC.62,PVC.63,PVC.64,PVC.65,PVC.66,PVC.67,PVC.68,PVC.69,PA6.3,PA6.4,PA6.5,PA6.6,PA6.7,PA6.8,PA6.9,PA66.3,PA66.4,PA66.5,PA66.6,PA66.7,PA66.8,PA66.9,PA66.10,PA66.11,PA66.12,PA66.13,PA66.14,PA66.15,PA66.16,PA66.17,PA66.18,PA66.19,PC.3,PC.4,PC.5,PC.6,PC.7,PC.8,PC.9,PC.10,PC.11,PC.12,PC.13,ABS.3,ABS.4,PP.25,PP.3,PP.4,PP.5,PP.6,PP.7,PP.8,PP.9,PP.10,PP.11,PP.12,PP.13,PP.14,PP.15,PP.16,PP.17,PP.18,PP.19,PP.20,PP.21,PP.22,PP.23,PP.24,PET.3,PET.4,PET.5,PET.6,PET.7,PET.8,PET.9,PET.10,PET.11,PET.12,PET.13,PET.14,PET.15,PET.16,PET.17,PS.3,PS.4,PS.5,PS.6,PS.7,PS.8,PS.9,PS.10,PS.11,PS.12,PS.13,PS.14
1628.740157480315,63654,63527,64042,64683,63553,62868,64400,64743,48389,46507,48145,45321,42816,47183,43627,42310,41018,52141,52150,54645,48135,47725,48054,42127,41753,40518,62750,62922,62340,61958,61315,62139,39917,41833,43442,63982,64047,64280,64449,63545,64350,63958,63592,63997,64262,63731,63427,27030,29951,24805,27158,29420,63358,63786,63829,63820,63881,62723,62735,63177,62682,62733,63752,63620,63679,64122,63738,46164,42381,56572,56378,57612,57826,57374,57924,56856,57276,56775,56768,49680,50498,49593,48945,50531,58478,49609,61340,60668,58226,43045,39062,39041,43666,39956,56725,56620,56969,57746,56777,56363,56785,56351,55643,57973,54100,51076,52643,54540,53560,50787,48220,51302,49358,49144,54970,52846,54346,41805,56097,57903,56416,56385,57601,56257,44456,43008,46532,47135,46634,54928,55090,54401,54366,55130,54443,54532,53641,53493,55703,50826,50463,50182,51735,51393,51003,100,50400,51135,52278,46513,44038,40327,48957,57370,62995,54138,54317,49852,58770,45657,45511,47418,46574,46809,46046,46482,47318,47272,50837,47961,42054,51976,46478,54720,43440,43452,43298,46145,49412,43798,64672,65377,64828,63470,65380,65097,65494,64724,64514,64567,64471,64442,65204,61606,65295,65311,65133,63691,63155,62248,62977,64445,62575,58498,61995,61768,59746,62011,61875,62369,63828,65038,63488,60584,60863,59904,62592,61800,58847,59482,60702,58049,60712,60546,60165,61119,44423,52659,49378,50316,51997,33713,50283,51172,55124,56398,60866,60759,59826,59121,62951,58727,60286,59035,59506,58800,45063,46182,48846,49339,39889,40209,42429,55713,55583,54981,54965,54291,58253,52606,55608,50765,53616,53757,53450,52034,50922,47005,51333,51885,47654,47630,47640,47611,47808,47742,47379,47932,47730,47886,47705,43194,43003,47677,62301,62292,61832,62000,60102,60924,63236,62018,61687,62193,62479,61797,61353,61226,63349,63130,61986,49174,47738,48847,45727,52052,59272,57559,58994,53270,47117,55861,38711,50807,51833,39124,48281,52899,48207,49730,51290,41396,41587,38436,41749,41533,38747,39714,36555,36570,29049,28181,30867
1631.8897637795276,63884,63796,64207,65098,63649,63821,65045,65284,47152,45617,47230,46170,42825,47450,46132,44278,42846,54781,54864,56580,45144,44739,45074,38602,38080,37003,62617,62739,62111,59752,59179,60207,36392,37917,39846,64193,64238,64389,64534,63788,64567,64133,63834,64067,64398,63890,63653,26707,30367,25981,27776,29024,63396,63777,63772,63798,63830,62655,62703,63171,62646,62670,63762,63625,63646,64276,63740,44948,41840,55973,55781,56985,57194,56733,57351,56290,56744,56213,56214,48772,49565,48755,47880,49798,58394,48953,60782,59976,57804,42849,38991,39137,44142,40442,56099,55983,56374,57120,56165,55390,55760,55353,54950,57352,53517,49739,51770,53841,52580,49102,46005,49518,47304,47311,54252,52215,53451,41362,55449,57397,55928,55899,57084,55786,43091,41425,45039,45631,45175,54033,54311,53376,53619,54360,53752,53678,52695,52615,54755,50323,49973,49700,51005,50833,50229,100,49827,50541,51613,47110,43758,40517,48463,56556,63349,55103,54072,50219,58788,44427,44252,46258,45298,45526,44839,45238,46051,46027,49587,48705,43375,52492,45922,54809,43626,43983,43100,46717,47006,43796,64666,65485,65128,63482,65535,65377,65535,65019,64870,64957,64869,64798,65423,61521,65455,65488,65322,63883,63357,62353,63056,64494,62668,58549,62034,61772,59676,62020,61854,62381,63873,64944,63470,60608,60852,59877,62547,61710,58665,59426,60644,57931,60578,60415,60028,61014,44634,52917,48536,49876,51426,34720,51035,50920,54467,56374,60894,60739,59814,59061,62767,58697,60303,59013,59451,58747,47072,47673,51534,51883,41832,42541,44314,58052,57339,57720,56793,54869,59547,54817,57194,53402,56167,56305,55371,52964,51711,47600,54137,54827,44676,44636,44663,44616,44828,44748,44411,44967,44734,44913,44704,39770,39513,44685,62083,62010,61267,61931,59602,60434,62725,61634,61319,61893,62016,61374,61091,60970,62980,62505,61720,49072,47881,49485,46388,52549,57214,55204,56777,50570,44607,53402,37994,49207,50860,38240,48280,49898,45541,46874,48457,37853,38005,34403,36828,37678,34243,35764,35927,35772,28515,27715,30438
1635.03937007874,64243,64197,64473,65401,63833,64650,65441,65535,45855,44636,46247,46965,42978,47960,48559,46136,44520,57367,57559,58500,41639,41241,41575,35372,34726,33798,62319,62420,61725,56225,55679,56834,33174,34276,36548,64525,64548,64604,64737,64154,64855,64439,64215,64304,64642,64206,64032,26404,30477,27059,28337,28853,63512,63910,63876,63925,63931,62791,62863,63273,62805,62812,63917,63775,63774,64495,63887,43676,41170,55062,54870,56044,56240,55773,56479,55419,55915,55349,55359,47904,48654,47941,46897,49107,58199,48104,59803,59020,57223,42625,39003,39541,44466,40805,55149,55016,55443,56163,55230,54304,54566,54227,54119,56507,52525,48296,50823,52784,51535,47246,43696,47508,45077,45315,53386,51536,52499,40822,54597,56624,55159,55135,56284,55033,41735,39860,43432,44056,43639,53033,53348,52245,52736,53381,52979,52689,51790,51672,53669,49545,49270,48995,50049,50011,49235,100,49048,49680,50671,47849,43631,41024,48143,55761,63655,56053,54181,50741,58763,43118,42914,44994,43942,44147,43529,43929,44706,44697,48251,49437,44633,52838,45594,54781,44002,44400,43162,47223,43933,43817,64492,65535,65380,63460,65504,65535,65510,65276,65186,65283,65207,65127,65535,61394,65535,65535,65461,64086,63582,62468,63151,64550,62773,58603,62075,61795,59620,62033,61838,62397,63903,64857,63444,60628,60855,59849,62498,61653,58518,59389,60607,57848,60463,60313,59920,60939,44594,53352,47621,49576,50871,35629,51902,50847,53875,56219,60934,60752,59825,59019,62609,58689,60357,59015,59439,58718,49095,49081,54187,54320,43689,44665,46151,60228,59023,60289,58576,55414,60870,57019,58876,56013,58544,58775,57304,54027,52591,48196,56894,57616,41189,41132,41176,41112,41334,41243,40937,41486,41223,41423,41194,36624,36332,41184,61736,61606,60549,61737,58984,59857,62086,61113,60844,61444,61424,60830,60703,60562,62378,61704,61081,48911,48191,49935,46945,52765,53786,51546,53210,46808,41201,49762,36562,46562,49091,37366,47849,46073,42252,43359,44936,34655,34768,30725,32305,34049,30149,32169,35354,35159,28057,27545,30071
1638.1889763779527,64677,64666,64806,65535,64082,65244,65535,65406,44391,43438,45068,47555,43240,48659,50772,47808,45978,59763,60052,60318,37651,37266,37588,32532,31796,30984,61870,61982,61202,51310,50743,51928,30369,31034,33651,64915,64919,64892,65016,64598,65162,64819,64672,64662,64956,64621,64505,26062,30188,27857,28729,28905,63736,64183,64141,64199,64185,63143,63223,63452,63169,63170,64211,64069,64060,64771,64176,42243,40266,53674,53479,54625,54801,54331,55148,54083,54628,54021,54043,46922,47647,46999,45858,48281,57621,46932,58223,57656,56285,42306,39043,40169,44547,40979,53714,53559,54018,54711,53814,52978,53085,52849,52983,55298,50961,46576,49597,51212,50236,45116,41230,45191,42602,43061,52220,50642,51344,40005,53391,55420,53945,53927,55035,53833,40243,38207,41607,42299,41932,51793,52061,50886,51571,52058,51970,51422,50781,50537,52324,48335,48189,47897,48724,48782,47894,100,47907,48404,49312,48569,43636,41787,48003,55070,63836,56767,54493,51263,58623,41629,41398,43523,42411,42577,42017,42454,43184,43180,46733,49940,45600,52839,45464,54617,44494,44614,43417,47548,40137,43777,64116,65493,65529,63371,65260,65531,65402,65459,65420,65490,65441,65387,65502,61190,65511,65434,65535,64230,63765,62522,63206,64569,62833,58594,62066,61783,59528,61987,61771,62362,63858,64751,63356,60589,60816,59769,62395,61579,58360,59309,60538,57741,60320,60188,59798,60843,44194,53868,46609,49437,50400,36186,52678,50867,53345,55979,60933,60748,59802,58946,62436,58650,60392,58987,59421,58660,51033,50365,56668,56536,45347,46445,47848,62112,60595,62483,60255,55879,62159,59121,60454,58461,60626,61016,59165,55137,53466,48720,59433,60091,37222,37152,37212,37134,37358,37259,36988,37518,37231,37449,37208,33840,33551,37206,61277,61111,59732,61490,58276,59219,61377,60486,60280,60859,60740,60190,60190,60000,61553,60758,60081,48663,48605,50088,47279,52649,48934,46548,48239,41989,36915,44915,34199,42694,46481,36437,47005,41452,38326,39196,40737,31902,31991,27520,28368,30735,26629,29046,34788,34659,27596,27548,29673
1641.3385826771653,65102,65111,65148,65468,64375,65535,65326,64866,42655,41903,43568,47823,43566,49451,52658,49240,47182,61843,62181,61955,33266,32902,33201,30109,29323,28579,61319,61475,60594,45106,44477,45592,28014,28256,31193,65277,65267,65195,65300,65042,65414,65191,65115,65057,65271,65050,64982,25653,29490,28265,28895,29146,64066,64557,64522,64578,64552,63672,63747,63657,63699,63701,64601,64468,64462,65072,64564,40543,39032,51664,51466,52581,52730,52263,53211,52135,52735,52084,52119,45661,46416,45768,44607,47136,56387,45318,55899,55760,54805,41838,39068,40912,44331,40945,51653,51473,51955,52623,51773,51279,51197,51093,51381,53599,48710,44423,47896,49007,48495,42623,38542,42503,39820,40471,50613,49364,49836,38751,51693,53627,52132,52121,53183,52032,38469,36357,39477,40256,39968,50176,50320,49172,49982,50274,50562,49741,49489,49075,50593,46568,46586,46265,46909,47027,46093,100,46266,46592,47419,49104,43721,42698,48003,54541,63836,57069,54833,51642,58323,39863,39608,41747,40611,40726,40212,40713,41389,41378,44926,50016,46099,52350,45459,54318,45005,44581,43765,47610,35655,43615,63527,65338,65535,63196,64806,65351,65200,65535,65535,65535,65535,65535,65310,60884,65376,65192,65529,64240,63834,62443,63160,64495,62783,58455,61945,61671,59341,61815,61594,62213,63675,64582,63147,60430,60671,59578,62182,61429,58131,59119,60373,57548,60091,59975,59603,60664,43400,54357,45495,49443,50062,36227,53181,50862,52862,55702,60832,60664,59684,58785,62198,58519,60339,58868,59335,58511,52790,51490,58859,58449,46718,47804,49332,63608,62014,64145,61775,56224,63340,61034,61731,60631,62335,62890,60875,56205,54235,49112,61611,62136,32867,32786,32858,32771,32989,32888,32653,33153,32850,33080,32838,31437,31187,32842,60757,60586,58898,61278,57532,58564,60675,59818,59676,60191,60031,59508,59593,59324,60563,59731,58809,48310,49048,49886,47313,52187,42783,40347,41989,36253,31880,38990,30837,37625,43094,35382,45840,36162,33825,34469,35941,29622,29711,24834,25103,27775,23774,26438,34169,34179,27059,27565,29137
1644.4881889763778,65420,65432,65419,65195,64692,65504,64864,63944,40562,39932,41640,47703,43905,50216,54146,50404,48122,63509,63828,63342,28623,28286,28555,28062,27267,26533,60744,60969,59984,37878,37170,38121,26075,25937,29138,65514,65502,65436,65503,65388,65535,65459,65437,65384,65495,65388,65360,25185,28459,28260,28842,29520,64471,64965,64945,64988,64960,64292,64352,63813,64312,64321,65011,64903,64904,65344,64979,38490,37395,48926,48724,49807,49924,49465,50556,49467,50125,49427,49478,43970,44838,44099,42993,45499,54272,43168,52750,53251,52637,41189,39055,41655,43818,40733,48865,48659,49156,49797,49007,49090,48796,48851,49182,51311,45718,41726,45557,46105,46150,39714,35586,39414,36697,37495,48454,47562,47838,36950,49394,51120,49599,49597,50608,49511,36295,34214,36982,37843,37673,48056,48025,46992,47849,47935,48611,47534,47730,47155,48362,44166,44361,43999,44514,44667,43748,100,44020,44168,44916,49311,43817,43625,48067,54198,63620,56855,55034,51767,57849,37740,37467,39586,38463,38523,38043,38619,39239,39211,42734,49525,46031,51274,45472,53897,45427,44308,44100,47369,30612,43301,62740,65063,65373,62931,64176,64999,64901,65474,65495,65385,65459,65529,64966,60464,65133,64830,65433,64047,63717,62164,62948,64268,62562,58126,61655,61397,59003,61456,61249,61891,63297,64303,62759,60095,60358,59224,61803,61134,57770,58758,60049,57201,59718,59612,59274,60337,42258,54722,44301,49545,49880,35696,53285,50700,52400,55430,60573,60437,59410,58481,61840,58239,60131,58597,59118,58209,54281,52431,60671,60014,47751,48728,50556,64670,63242,65173,63085,56423,64333,62675,62551,62439,63641,64297,62367,57152,54809,49337,63332,63689,28258,28173,28252,28160,28365,28267,28069,28528,28220,28453,28222,29363,29183,28229,60250,60104,58138,61198,56823,57951,60062,59192,59097,59517,59382,58856,58983,58607,59506,58715,57413,47850,49443,49329,47018,51397,35630,33252,34767,29865,26333,32266,26577,31579,39105,34147,44505,30418,28885,29331,30694,27763,27878,22636,22491,25163,21587,24304,33429,33619,26389,27424,28363
1647.6377952755906,65535,65535,65535,64736,65006,65180,64234,62723,38052,37467,39211,47197,44203,50827,55211,51302,48815,64693,64930,64425,23891,23589,23821,26289,25519,24745,60234,60542,59461,30046,29264,29986,24458,24007,27391,65535,65535,65535,65535,65535,65450,65535,65535,65535,65535,65535,65535,24707,27246,27905,28638,29956,64891,65319,65315,65337,65318,64889,64927,63845,64899,64913,65352,65283,65290,65522,65332,36023,35314,45414,45211,46256,46339,45896,47125,46024,46741,45999,46064,41736,42809,41878,40891,43239,51138,40428,48772,50097,49695,40355,39009,42292,43057,40408,45308,45080,45580,46192,45470,46322,45812,46044,46310,48375,42006,38439,42484,42507,43098,36375,32341,35932,33235,34126,45679,45138,45252,34558,46432,47828,46282,46289,47244,46205,33647,31716,34103,35010,35003,45345,45118,44265,45093,44995,46012,44730,45349,44676,45546,41113,41471,41060,41499,41678,40817,100,41119,41106,41779,49094,43849,44427,48097,54028,63181,56105,54963,51567,57213,35212,34925,36992,35916,35922,35470,36115,36677,36625,40082,48408,45384,49584,45384,53377,45663,43851,44317,46836,25222,42840,61798,64669,65042,62578,63425,64499,64510,65254,65278,65031,65201,65338,64492,59931,64791,64380,65237,63600,63359,61639,62519,63837,62117,57567,61149,60908,58470,60864,60690,61347,62681,63862,62148,59541,59826,58664,61212,60635,57224,58179,59514,56646,59146,59043,58754,59807,40884,54890,43068,49673,49852,34657,52940,50262,51934,55199,60110,60012,58931,57989,61315,57761,59711,58128,58717,57706,55444,53173,62058,61228,48436,49264,51503,65299,64238,65535,64142,56463,65066,63981,62813,63836,64558,65180,63595,57914,55119,49392,64551,64742,23568,23483,23563,23471,23658,23569,23406,23813,23514,23740,23530,27515,27422,23538,59833,59735,57540,61332,56222,57435,59611,58696,58615,58923,58874,58310,58445,57937,58498,57805,56069,47297,49723,48470,46421,50335,27925,25714,27034,23200,20591,25149,21676,24959,34776,32701,43185,24499,23704,23992,25202,26210,26371,20833,20419,22851,19988,22539,32491,32873,25541,26967,27267
1650.7874015748032,65369,65350,65421,64124,65283,64626,63535,61321,35110,34493,36256,46368,44416,51175,55874,51957,49297,65366,65484,65164,19256,18995,19185,24651,23931,23078,59863,60256,59102,22135,21317,21778,23022,22349,25813,65272,65299,65417,65322,65395,65110,65345,65328,65415,65310,65405,65421,24296,26044,27331,28387,30381,65255,65533,65535,65535,65535,65339,65356,63681,65341,65353,65535,65519,65526,65535,65535,33124,32783,41155,40954,41955,42002,41584,42930,41824,42594,41814,41891,38897,40262,39045,38227,40285,46955,37099,44046,46328,45970,39360,38954,42744,42142,40055,41012,40767,41259,41838,41191,42939,42220,42641,42749,44783,37664,34589,38659,38283,39313,32643,28821,32106,29476,30405,42281,42055,42033,31604,42799,43746,42188,42202,43099,42120,30511,28842,30860,31757,31947,42000,41596,40957,41691,41456,42720,41312,42243,41578,42110,37452,37935,37474,37883,38088,37308,100,37572,37442,38040,48426,43759,44977,47999,53985,62530,54884,54539,51014,56448,32270,31974,33957,32955,32919,32489,33183,33688,33608,36935,46703,44223,47325,45080,52783,45633,43293,44334,46064,19754,42266,60766,64166,64551,62147,62612,63888,64036,64864,64871,64477,64756,64942,63920,59291,64363,63866,64929,62868,62723,60843,61835,63162,61415,56761,60399,60171,57714,60012,59891,60553,61806,63219,61290,58743,59046,57877,60383,59887,56453,57355,58732,55848,58339,58230,58000,59033,39446,54823,41855,49746,49949,33265,52171,49469,51441,55027,59414,59353,58218,57279,60592,57057,59044,57429,58095,56970,56248,53715,63018,62119,48806,49503,52187,65535,64968,65249,64912,56347,65479,64905,62496,64805,65134,65535,64528,58444,55128,49301,65271,65335,18979,18900,18975,18889,19052,18976,18847,19193,18917,19125,18947,25754,25748,18954,59574,59529,57161,61725,55785,57058,59364,58396,58286,58482,58567,57928,58050,57395,57651,57081,54950,46684,49843,47409,45594,49081,20219,18279,19353,16691,15013,18125,16503,18281,30426,31058,42068,18717,18526,18699,19713,24801,25019,19284,18709,20763,18825,20989,31282,31845,24489,26068,25791
1653.9370078740158,64877,64845,65030,63396,65478,63925,62854,59870,31762,31051,32803,45331,44505,51194,56194,52410,49612,65535,65535,65535,14895,14679,14826,22995,22337,21391,59677,60145,58948,14727,13932,14144,21609,20815,24243,64691,64761,65032,64819,64916,64492,64853,64774,64966,64773,64950,64968,24040,25051,26703,28208,30727,65489,65535,65528,65508,65534,65535,65535,63271,65535,65535,65488,65535,65535,65319,65514,29820,29838,36252,36058,37006,37021,36637,38059,36961,37773,36966,37052,35456,37177,35600,34985,36645,41818,33241,38727,42032,41527,38256,38929,42966,41198,39757,36083,35831,36301,36844,36274,38960,38055,38669,38557,40585,32845,30278,34156,33565,34856,28604,25078,28026,25503,26417,38312,38340,38200,28187,38554,38952,37399,37420,38255,37340,26936,25620,27315,28132,28534,38045,37516,37092,37682,37375,38757,37323,38390,37862,38079,33284,33833,33331,33739,33981,33284,100,33455,33268,33788,47354,43511,45185,47699,53998,61697,53327,53748,50126,55600,28950,28649,30519,29610,29547,29140,29848,30297,30192,33305,44543,42678,44611,44478,52135,45294,42727,44106,45136,14509,41634,59727,63559,63920,61639,61790,63199,63482,64295,64268,63741,64130,64330,63275,58553,63856,63303,64494,61853,61800,59782,60885,62226,60447,55717,59399,59175,56727,58901,58848,59503,60678,62349,60181,57698,58011,56861,59309,58870,55443,56287,57692,54797,57285,57161,56993,58002,38128,54518,40725,49699,50126,31734,51076,48294,50912,54919,58482,58447,57266,56346,59660,56121,58117,56495,57236,55997,56697,54067,63590,62738,48925,49558,52644,65446,65405,64381,65378,56092,65535,65423,61653,65361,65437,65408,65157,58717,54835,49114,65535,65535,14668,14599,14663,14587,14723,14665,14565,14846,14607,14786,14645,23933,24001,14649,59505,59503,57013,62375,55531,56832,59323,58321,58133,58232,58482,57735,57829,57034,57043,56590,54182,46050,49784,46270,44639,47735,13103,11520,12322,10791,9959,11706,11487,12092,26384,29279,41312,13376,13611,13708,14490,23363,23634,17831,17156,18809,17903,19485,29732,30453,23218,24652,23915
1657.0866141732283,64058,64028,64347,62583,65535,63156,62246,58489,28081,27231,28935,44237,44452,50871,56251,52700,49803,65231,65167,65523,10961,10792,10898,21185,20592,19563,59670,60193,58995,8389,7694,7707,20072,19257,22534,63801,63927,64361,64019,64087,63609,64061,63880,64174,63917,64163,64170,24018,24432,26188,28201,30947,65535,65282,65254,65218,65275,65407,65400,62596,65415,65391,65176,65287,65274,64836,65233,26181,26552,30881,30699,31584,31572,31229,32675,31601,32440,31622,31711,31483,33586,31615,31216,32402,35941,28970,33032,37346,36507,37110,38975,42952,40357,39573,30698,30451,30885,31387,30892,34469,33412,34210,33856,35885,27747,25666,29133,28535,29876,24382,21206,23814,21432,22288,33883,34086,33842,24463,33816,33598,32077,32104,32875,32028,23035,22126,23567,24230,24835,33566,32988,32750,33168,32859,34219,32866,33861,33593,33539,28757,29307,28778,29198,29490,28859,100,28902,28725,29162,45995,43107,45013,47165,53992,60727,51613,52640,48953,54718,25329,25028,26757,25953,25881,25502,26184,26576,26453,29261,42137,40915,41615,43537,51447,44643,42233,43631,44152,9780,41006,58767,62847,63165,61047,60984,62458,62847,63546,63474,62844,63333,63504,62572,57720,63260,62676,63908,60579,60608,58486,59681,61033,59227,54465,58166,57933,55525,57557,57579,58217,59324,61245,58844,56428,56741,55637,58005,57593,54202,55000,56408,53508,55993,55850,55737,56724,37097,54012,39736,49487,50331,30289,49799,46779,50351,54871,57330,57306,56093,55205,58529,54971,56950,55343,56148,54806,56827,54249,63841,63140,48875,49536,52924,65115,65535,63014,65535,55726,65224,65535,60408,65535,65535,64885,65487,58726,54277,48894,65407,65418,10785,10729,10778,10716,10825,10785,10710,10925,10731,10874,10774,21930,22046,10775,59612,59626,57055,63221,55439,56728,59436,58442,58132,58165,58585,57710,57760,56858,56694,56325,53821,45442,49556,45179,43670,46402,7138,5969,6502,5910,5745,6371,7046,6889,22955,27468,41020,8742,9208,9261,9794,21739,22046,16328,15570,16908,17017,17877,27791,28640,21720,22706,21658
1660.236220472441,62949,62952,63396,61699,65387,62381,61719,57263,24179,23168,24782,43244,44256,50256,56128,52856,49898,64512,64484,65133,7570,7446,7515,19128,18593,17517,59783,60336,59175,3613,3095,2994,18300,17551,20575,62649,62840,63420,62953,62944,62510,63007,62696,63075,62781,63081,63062,24284,24286,25924,28429,31018,65362,64772,64712,64666,64754,64941,64939,61678,64971,64911,64603,64773,64747,64074,64692,22323,23032,25275,25112,25923,25890,25595,27002,25975,26817,26010,26095,27112,29574,27221,27037,27716,29631,24450,27217,32445,31106,36000,39123,42736,39738,39532,25092,24861,25246,25703,25280,29609,28443,29403,28827,30837,22594,20960,23818,23409,24597,20131,17324,19614,17404,18170,29150,29441,29110,20623,28756,27905,26451,26479,27185,26410,18969,18482,19737,20188,20958,28710,28170,28069,28307,28064,29270,28093,28816,28901,28640,24053,24538,24004,24432,24784,24195,100,24098,23990,24341,44518,42587,44478,46414,53896,59669,49936,51320,47572,53846,21522,21225,22793,22093,22033,21686,22305,22639,22507,24923,39739,39109,38543,42277,50726,43722,41866,42953,43212,5821,40442,57964,62014,62288,60344,60185,61667,62114,62610,62491,61807,62372,62468,61797,56784,62547,61945,63139,59094,59186,57005,58253,59607,57788,53050,56734,56480,54139,56023,56121,56730,57791,59923,57315,54969,55273,54241,56505,56085,52763,53538,54916,52021,54498,54335,54258,55235,36473,53366,38929,49105,50517,29120,48507,45031,49778,54869,55993,55965,54738,53889,57231,53640,55580,54008,54863,53436,56691,54287,63845,63366,48735,49515,53073,64618,65355,61237,65395,55284,64567,65261,58932,65369,65479,64077,65535,58483,53519,48705,64960,65052,7442,7400,7433,7386,7468,7446,7392,7545,7402,7505,7443,19667,19799,7440,59829,59817,57186,64142,55435,56676,59604,58672,58208,58212,58786,57780,57758,56816,56561,56223,53829,44906,49199,44248,42792,45186,2786,2052,2347,2373,2608,2503,3525,3042,20374,25762,41225,5014,5527,5559,5853,19817,20133,14665,13813,14994,15982,16059,25433,26378,19999,20281,19081
