Wavelength (nm),ABS_mean,ABS_std,HDPE_mean,HDPE_std,LDPE_mean,LDPE_std,PA6_mean,PA6_std,PA66_mean,PA66_std,PC_mean,PC_std,PET_mean,PET_std,PETG_mean,PETG_std,PLA_mean,PLA_std,PMMA_mean,PMMA_std,POM_mean,POM_std,PP_mean,PP_std,PS_mean,PS_std,PVC_mean,PVC_std,TPU_mean,TPU_std
1679.1338582677165,5864.523809523809,2155.334260211773,53512.489795918365,8086.7396021358945,58156.666666666664,2076.558492940465,58364.333333333336,5775.551350945415,57735.12903225807,4065.048662502328,219.80851063829786,23.097055442679856,16518.0,14264.832288470196,7645.038461538462,2692.709108811154,24363.31818181818,18103.102211264446,9452.713286713286,14684.475010376873,7775.8125,282.3637323449136,50688.55,8228.81891368176,5780.916666666667,4715.571594756862,47720.298969072166,5171.114877428848,18950.4,1136.581118970397
1682.283464566929,3754.3809523809523,1901.0786781692045,52685.5918367347,7741.668163635775,56887.619047619046,2396.73369949685,56730.7037037037,5749.9059175221855,56302.93548387097,4020.363752885438,934.8723404255319,59.54780558376235,20289.21818181818,13462.64438118362,10367.115384615385,3654.6182093232615,22376.545454545456,18941.58315771576,8253.538461538461,15267.22162100048,5016.625,288.951742294453,47939.416666666664,8158.303288249071,3490.0,4126.948529684695,45689.762886597935,5082.880046030393,16135.2,1030.6905258126708
1685.433070866142,2223.2380952380954,1660.8460524616135,51810.57142857143,7496.84584015307,55388.42857142857,2825.7986240964833,54654.666666666664,5793.986691197848,54769.645161290326,4076.2845871430286,2116.531914893617,106.84525518668411,24004.381818181817,12927.356877414384,12868.576923076924,4544.52426361048,21187.727272727272,19436.956650533302,7659.300699300699,15666.556001608591,2977.9375,323.8092549538231,44675.333333333336,8394.677825199067,1994.9166666666667,3575.0213859111695,43402.77319587629,5358.878705427817,13267.333333333334,910.4735519985679
1688.5826771653544,1277.6190476190477,1435.0737321754746,50764.28571428572,7356.858504907139,53535.380952380954,3290.9065399788074,52126.51851851852,5922.045982599885,53142.967741935485,4261.694237407579,3734.1702127659573,160.7993753492864,27379.236363636363,12634.666275354753,14961.346153846154,5280.932048725343,20685.0,19647.138836343205,7583.93006993007,15890.474013909026,1605.0625,337.818085060214,41011.3,9066.384993112377,1345.1666666666667,3092.281291107478,40829.64948453608,6094.360868261972,10460.466666666667,781.3921650205839
1691.732283464567,857.4285714285714,1222.8623942922402,49404.63265306123,7336.203210007586,51195.47619047619,3705.884157969627,49176.74074074074,6134.350740449939,51434.54838709677,4575.887813301017,5747.574468085107,217.198678014163,30202.727272727272,12486.798406833217,16528.76923076923,5808.271385292453,20672.045454545456,19662.65131358821,7896.1398601398605,15966.026821659472,792.25,321.6483911043237,37096.833333333336,10175.360649082118,1501.1944444444443,2990.031789309312,37962.14432989691,7248.501697990198,7836.8,651.5784117561498
1694.8818897637796,849.0952380952381,1024.5385909096049,47596.30612244898,7471.499792624438,48252.23809523809,3991.729174236839,45882.555555555555,6417.592241085398,49666.645161290326,4991.040311419907,8098.68085106383,271.7538080441739,32350.363636363636,12373.42884110748,17526.884615384617,6102.055948152123,20904.409090909092,19587.786996584215,8449.307692307691,15928.896542202117,402.375,290.3691346803238,33098.416666666664,11609.314800756138,2343.6111111111113,3626.0471688862044,34823.24742268041,8701.200757320474,5508.2,529.3231149307576
1698.031496062992,1111.1904761904761,842.0548347175508,45236.95918367347,7827.363960476261,44628.52380952381,4092.3952890469977,42368.148148148146,6746.9830113784865,47874.290322580644,5465.393532409162,10706.489361702128,321.5019190135259,33786.70909090909,12218.730204333056,17977.5,6169.2307228323425,21131.954545454544,19523.015341985174,9100.405594405594,15818.514480852738,287.375,276.3122950123646,29182.733333333334,13212.910471538393,3698.8333333333335,4893.043857809212,31471.113402061856,10325.231475777047,3562.4,419.93790017096575
1701.181102362205,1498.6666666666667,693.2958781091768,42282.61224489796,8483.363661479525,40309.76190476191,3984.4042860557242,38796.77777777778,7091.957658651014,46106.645161290326,5954.829574487104,13467.510638297872,364.38784997029694,34558.29090909091,11998.47736653997,17953.346153846152,6045.462220302149,21141.68181818182,19550.30320477819,9728.545454545454,15674.042452200658,312.5625,307.04172533020653,25501.083333333332,14842.048905381036,5367.25,6458.624949867855,28000.21649484536,12012.89907259641,2051.266666666667,323.8636475775295
1704.3307086614172,1889.3809523809523,633.8041214753126,38763.30612244898,9499.365083410663,35359.71428571428,3682.2174626408023,35355.48148148148,7422.361121639626,44425.45161290323,6419.682596106716,16261.021276595744,399.33074274402907,34776.96363636364,11734.510424716003,17563.346153846152,5786.0784643454435,20791.136363636364,19725.4203372553,10248.88111888112,15530.204638662504,371.875,372.93177576468327,22176.283333333333,16387.992737663822,7155.333333333333,8074.36073148966,24534.865979381444,13679.343450234048,986.0666666666667,237.2311015772501
1707.48031496063,2203.3333333333335,738.8349473089909,34789.244897959186,10881.729824841328,29924.714285714286,3234.3683735020363,32234.51851851852,7714.192400880678,42900.67741935484,6829.18457035258,18960.68085106383,426.78581535298207,34600.181818181816,11476.23579891929,16934.615384615383,5456.231434557704,20030.272727272728,20073.275194061607,10622.132867132867,15414.911899082403,398.0,444.73967104363425,19295.533333333333,17781.873139489242,8903.555555555555,9580.49612043031,21218.381443298967,15259.848705822878,338.4,154.12670112605406
1710.6299212598426,2412.4285714285716,1006.7138701371559,30544.061224489797,12572.976754358504,24228.571428571428,2714.3025337824743,29603.51851851852,7950.264451089012,41603.83870967742,7162.107353857451,21450.021276595744,447.4902347377028,34207.92727272727,11278.3250946302,16198.23076923077,5120.572769252196,18903.454545454544,20588.16601114532,10856.300699300698,15347.032046290238,366.1875,499.016184450715,16907.316666666666,18991.056886941693,10505.277777777777,10878.056989521794,18198.0412371134,16707.588921364742,45.733333333333334,71.92910089494761
1713.7795275590552,2539.285714285714,1380.530061860545,26265.469387755104,14466.672761201007,18553.238095238095,2201.4375585655475,27589.48148148148,8121.94957607616,40599.032258064515,7408.588235562879,23637.76595744681,462.6131241879026,33781.29090909091,11180.098714270212,15476.423076923076,4833.678875851401,17537.68181818182,21234.22007555121,11002.20979020979,15336.197443952793,289.0,523.0433777422289,15024.333333333334,20012.32489631216,11915.305555555555,11914.81956272068,15608.051546391753,17992.487121918264,21.6,28.215362245887725
